,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Depth_lag_1,GR_lag_1,ILD_log10_lag_1,DeltaPHI_lag_1,PHIND_lag_1,PE_lag_1,NM_M_lag_1,RELPOS_lag_1,Depth_lead_1,GR_lead_1,ILD_log10_lead_1,DeltaPHI_lead_1,PHIND_lead_1,PE_lead_1,NM_M_lead_1,RELPOS_lead_1,a1,b1,b2,b3,b4,b5,lm,sh,Facies
328,2972.0,101.585,0.757,0.0,6.5,4.51,2,0.146,0.5,1.942,0.074,0.3,-1.45,0.115,0.0,-0.025,-0.5,5.81,-0.093,-1.6,1.6,-0.02,0.0,0.024,0,0,0,0,0,1,1,0,6.0
329,2972.5,95.775,0.85,1.6,4.9,4.53,2,0.122,0.5,-5.81,0.093,1.6,-1.6,0.02,0.0,-0.024,-0.5,8.739,-0.101,-0.5,0.95,0.074,0.0,0.024,0,0,0,0,0,1,1,0,6.0
330,2973.0,87.036,0.951,2.1,3.95,4.456,2,0.098,0.5,-8.739,0.101,0.5,-0.95,-0.074,0.0,-0.024,-0.5,14.705,-0.068,-0.5,0.35,0.4,0.0,0.025,0,0,0,0,0,1,1,0,6.0
331,2973.5,72.331,1.019,2.6,3.6,4.056,2,0.073,0.5,-14.705,0.068,0.5,-0.35,-0.4,0.0,-0.025,-0.5,13.472,0.028,-0.8,-0.3,0.344,0.0,0.024,0,0,0,0,0,1,1,0,6.0
332,2974.0,58.859,0.991,3.4,3.9,3.712,2,0.049,0.5,-13.472,-0.028,0.8,0.3,-0.344,0.0,-0.024,-0.5,-2.073,0.134,2.1,-3.45,0.341,0.0,0.025,0,0,0,0,0,1,1,0,6.0
333,2974.5,60.932,0.857,1.3,7.35,3.371,2,0.024,0.5,2.073,-0.134,-2.1,3.45,-0.341,0.0,-0.025,-0.5,-6.723,0.182,2.1,-7.05,0.24,1.0,-0.976,0,0,0,0,0,1,1,0,6.0
334,2975.0,67.655,0.675,-0.8,14.4,3.131,1,1.0,0.5,6.723,-0.182,-2.1,7.05,-0.24,-1.0,0.976,-0.5,-9.564,0.147,-7.6,-6.5,0.123,0.0,0.023,0,0,0,0,0,0,0,1,3.0
335,2975.5,77.219,0.528,6.8,20.9,3.008,1,0.977,0.5,9.564,-0.147,7.6,6.5,-0.123,0.0,-0.023,-0.5,-4.896,0.069,-3.8,-3.3,0.02,0.0,0.024,0,0,0,0,0,0,0,1,3.0
336,2976.0,82.115,0.459,10.6,24.2,2.988,1,0.953,0.5,4.896,-0.069,3.8,3.3,-0.02,0.0,-0.024,-0.5,-2.75,0.013,1.2,0.5,-0.146,0.0,0.023,0,0,0,0,0,0,0,1,3.0
337,2976.5,84.865,0.446,9.4,23.7,3.134,1,0.93,0.5,2.75,-0.013,-1.2,-0.5,0.146,0.0,-0.023,-0.5,0.481,-0.003,-3.9,2.25,-0.275,0.0,0.023,0,0,0,0,0,0,0,1,3.0
338,2977.0,84.384,0.449,13.3,21.45,3.409,1,0.907,0.5,-0.481,0.003,3.9,-2.25,0.275,0.0,-0.023,-0.5,2.612,0.006,-1.5,0.55,-0.074,0.0,0.023,0,0,0,0,0,0,0,1,3.0
339,2977.5,81.772,0.443,14.8,20.9,3.483,1,0.884,0.5,-2.612,-0.006,1.5,-0.55,0.074,0.0,-0.023,-0.5,2.774,-0.001,-1.7,0.25,0.045,0.0,0.047,0,0,0,0,0,0,0,1,3.0
340,2978.0,78.998,0.444,16.5,20.65,3.438,1,0.837,0.5,-2.774,0.001,1.7,-0.25,-0.045,0.0,-0.047,-0.5,-0.898,-0.013,1.6,0.5,0.015,0.0,0.023,0,0,0,0,0,0,0,1,3.0
341,2978.5,79.896,0.457,14.9,20.15,3.423,1,0.814,0.5,0.898,0.013,-1.6,-0.5,-0.015,0.0,-0.023,-0.5,0.702,-0.005,0.1,0.25,-0.027,0.0,0.023,0,0,0,0,0,0,0,1,3.0
342,2979.0,79.194,0.462,14.8,19.9,3.45,1,0.791,0.5,-0.702,0.005,-0.1,-0.25,0.027,0.0,-0.023,-0.5,0.204,0.011,1.3,0.25,0.057,0.0,0.024,0,0,0,0,0,0,0,1,3.0
343,2979.5,78.99,0.451,13.5,19.65,3.393,1,0.767,0.5,-0.204,-0.011,-1.3,-0.25,-0.057,0.0,-0.024,-0.5,-0.22,0.01,-1.6,0.7,-0.082,0.0,0.023,0,0,0,0,0,0,0,1,3.0
344,2980.0,79.21,0.441,15.1,18.95,3.475,1,0.744,0.5,0.22,-0.01,1.6,-0.7,0.082,0.0,-0.023,-0.5,1.11,-0.01,-0.5,1.45,-0.003,0.0,0.023,0,0,0,0,0,0,0,1,3.0
345,2980.5,78.1,0.451,15.6,17.5,3.478,1,0.721,0.5,-1.11,0.01,0.5,-1.45,0.003,0.0,-0.023,-0.5,-0.49,-0.038,1.3,0.75,-0.027,0.0,0.023,0,0,0,0,0,0,0,1,3.0
346,2981.0,78.59,0.489,14.3,16.75,3.505,1,0.698,0.5,0.49,0.038,-1.3,-0.75,0.027,0.0,-0.023,-0.5,-0.849,-0.055,1.6,1.5,0.027,0.0,0.024,0,0,0,0,0,0,0,1,3.0
347,2981.5,79.439,0.544,12.7,15.25,3.478,1,0.674,0.5,0.849,0.055,-1.6,-1.5,-0.027,0.0,-0.024,-0.5,-1.86,-0.032,1.2,0.6,0.025,0.0,0.023,0,0,0,0,0,0,0,1,2.0
348,2982.0,81.299,0.576,11.5,14.65,3.453,1,0.651,0.5,1.86,0.032,-1.2,-0.6,-0.025,0.0,-0.023,-0.5,2.366,0.082,-0.4,-0.2,-0.026,0.0,0.046,0,0,0,0,0,0,0,1,2.0
349,2982.5,78.933,0.494,11.9,14.85,3.479,1,0.605,0.5,-2.366,-0.082,0.4,0.2,0.026,0.0,-0.046,-0.5,-0.538,0.053,-1.5,-1.45,-0.015,0.0,0.024,0,0,0,0,0,0,0,1,2.0
350,2983.0,79.471,0.441,13.4,16.3,3.494,1,0.581,0.5,0.538,-0.053,1.5,1.45,0.015,0.0,-0.024,-0.5,-2.424,0.01,-0.8,-0.5,0.053,0.0,0.023,0,0,0,0,0,0,0,1,2.0
351,2983.5,81.895,0.431,14.2,16.8,3.441,1,0.558,0.5,2.424,-0.01,0.8,0.5,-0.053,0.0,-0.023,-0.5,-0.873,-0.037,-0.1,0.75,-0.052,0.0,0.023,0,0,0,0,0,0,0,1,3.0
352,2984.0,82.768,0.468,14.3,16.05,3.493,1,0.535,0.5,0.873,0.037,0.1,-0.75,0.052,0.0,-0.023,-0.5,3.746,-0.069,1.4,1.0,-0.007,0.0,0.023,0,0,0,0,0,0,0,1,2.0
353,2984.5,79.022,0.537,12.9,15.05,3.5,1,0.512,0.5,-3.746,0.069,-1.4,-1.0,0.007,0.0,-0.023,-0.5,2.276,-0.064,1.5,1.25,0.059,0.0,0.024,0,0,0,0,0,0,0,1,2.0
354,2985.0,76.746,0.601,11.4,13.8,3.441,1,0.488,0.5,-2.276,0.064,-1.5,-1.25,-0.059,0.0,-0.024,-0.5,3.68,-0.037,0.3,0.55,0.015,0.0,0.023,0,0,0,0,0,0,0,1,2.0
355,2985.5,73.066,0.638,11.1,13.25,3.426,1,0.465,0.5,-3.68,0.037,-0.3,-0.55,-0.015,0.0,-0.023,-0.5,2.71,-0.013,0.1,0.15,-0.021,0.0,0.023,0,0,0,0,0,0,0,1,2.0
356,2986.0,70.356,0.651,11.0,13.1,3.447,1,0.442,0.5,-2.71,0.013,-0.1,-0.15,0.021,0.0,-0.023,-0.5,-4.252,0.03,0.5,-1.75,0.048,0.0,0.047,0,0,0,0,0,0,0,1,2.0
357,2986.5,74.608,0.621,10.5,14.85,3.399,1,0.395,0.5,4.252,-0.03,-0.5,1.75,-0.048,0.0,-0.047,-0.5,1.6,0.036,-0.6,-0.3,0.006,0.0,0.023,0,0,0,0,0,0,0,1,2.0
358,2987.0,73.008,0.585,11.1,15.15,3.393,1,0.372,0.5,-1.6,-0.036,0.6,0.3,-0.006,0.0,-0.023,-0.5,2.57,0.039,-1.0,0.0,-0.046,0.0,0.023,0,0,0,0,0,0,0,1,2.0
359,2987.5,70.438,0.546,12.1,15.15,3.439,1,0.349,0.5,-2.57,-0.039,1.0,0.0,0.046,0.0,-0.023,-0.5,2.358,0.046,-1.4,0.5,-0.039,0.0,0.023,0,0,0,0,0,0,0,1,2.0
360,2988.0,68.08,0.5,13.5,14.65,3.478,1,0.326,0.5,-2.358,-0.046,1.4,-0.5,0.039,0.0,-0.023,-0.5,1.33,0.04,-0.1,-0.55,0.017,0.0,0.024,0,0,0,0,0,0,0,1,2.0
361,2988.5,66.75,0.46,13.6,15.2,3.461,1,0.302,0.5,-1.33,-0.04,0.1,0.55,-0.017,0.0,-0.024,-0.5,-2.701,0.005,0.2,0.4,-0.033,0.0,0.023,0,0,0,0,0,0,0,1,2.0
362,2989.0,69.451,0.455,13.4,14.8,3.494,1,0.279,0.5,2.701,-0.005,-0.2,-0.4,0.033,0.0,-0.023,-0.5,-6.495,-0.039,-0.8,0.8,-0.047,0.0,0.023,0,0,0,0,0,0,0,1,2.0
363,2989.5,75.946,0.494,14.2,14.0,3.541,1,0.256,0.5,6.495,0.039,0.8,-0.8,0.047,0.0,-0.023,-0.5,-4.398,-0.062,2.4,0.4,0.019,0.0,0.023,0,0,0,0,0,0,0,1,2.0
364,2990.0,80.344,0.556,11.8,13.6,3.522,1,0.233,0.5,4.398,0.062,-2.4,-0.4,-0.019,0.0,-0.023,-0.5,-3.428,-0.06,1.4,0.7,0.046,0.0,0.047,0,0,0,0,0,0,0,1,2.0
365,2990.5,83.772,0.616,10.4,12.9,3.476,1,0.186,0.5,3.428,0.06,-1.4,-0.7,-0.046,0.0,-0.047,-0.5,-0.995,-0.002,-0.3,0.35,0.086,0.0,0.023,0,0,0,0,0,0,0,1,2.0
366,2991.0,84.767,0.618,10.7,12.55,3.39,1,0.163,0.5,0.995,0.002,0.3,-0.35,-0.086,0.0,-0.023,-0.5,0.677,0.002,1.3,-0.85,0.101,0.0,0.023,0,0,0,0,0,0,0,1,2.0
367,2991.5,84.09,0.616,9.4,13.4,3.289,1,0.14,0.5,-0.677,-0.002,-1.3,0.85,-0.101,0.0,-0.023,-0.5,-2.538,0.015,0.6,-1.0,0.099,0.0,0.024,0,0,0,0,0,0,0,1,2.0
368,2992.0,86.628,0.601,8.8,14.4,3.19,1,0.116,0.5,2.538,-0.015,-0.6,1.0,-0.099,0.0,-0.024,-0.5,-3.802,0.045,6.8,-7.0,0.145,0.0,0.023,0,0,0,0,0,0,0,1,2.0
369,2992.5,90.43,0.556,2.0,21.4,3.045,1,0.093,0.5,3.802,-0.045,-6.8,7.0,-0.145,0.0,-0.023,-0.5,3.353,0.058,0.0,-5.0,-0.043,0.0,0.023,0,0,0,0,0,0,0,1,3.0
370,2993.0,87.077,0.498,2.0,26.4,3.088,1,0.07,0.5,-3.353,-0.058,0.0,5.0,0.043,0.0,-0.023,-0.5,10.454,0.019,-3.3,-2.05,-0.136,0.0,0.023,0,0,0,0,0,0,0,1,3.0
371,2993.5,76.623,0.479,5.3,28.45,3.224,1,0.047,0.5,-10.454,-0.019,3.3,2.05,0.136,0.0,-0.023,-0.5,13.855,-0.067,2.1,2.15,-0.11,0.0,0.024,0,0,0,0,0,0,0,1,3.0
372,2994.0,62.768,0.546,3.2,26.3,3.334,1,0.023,0.5,-13.855,0.067,-2.1,-2.15,0.11,0.0,-0.024,-0.5,19.03,-0.157,1.4,7.0,-0.542,-1.0,-0.977,0,0,0,0,0,0,0,1,3.0
373,2994.5,43.738,0.703,1.8,19.3,3.876,2,1.0,0.5,-19.03,0.157,-1.4,-7.0,0.542,1.0,0.977,-0.5,15.879,-0.152,-5.1,7.55,-0.632,0.0,0.007,0,0,0,0,0,0,1,0,8.0
374,2995.0,27.859,0.855,6.9,11.75,4.508,2,0.993,0.5,-15.879,0.152,5.1,-7.55,0.632,0.0,-0.007,-0.5,9.825,-0.024,1.6,2.2,-0.307,0.0,0.008,0,0,0,0,0,0,1,0,8.0
375,2995.5,18.034,0.879,5.3,9.55,4.815,2,0.985,0.5,-9.825,0.024,-1.6,-2.2,0.307,0.0,-0.008,-0.5,4.831,0.049,2.3,0.45,-0.048,0.0,0.007,0,0,0,0,0,0,1,0,8.0
376,2996.0,13.203,0.83,3.0,9.1,4.863,2,0.978,0.5,-4.831,-0.049,-2.3,-0.45,0.048,0.0,-0.007,-0.5,0.441,0.063,1.0,0.2,-0.161,0.0,0.008,0,0,0,0,0,0,1,0,8.0
377,2996.5,12.762,0.767,2.0,8.9,5.024,2,0.97,0.5,-0.441,-0.063,-1.0,-0.2,0.161,0.0,-0.008,-0.5,-2.081,0.065,0.2,-0.3,0.408,0.0,0.007,0,0,0,0,0,0,1,0,8.0
378,2997.0,14.843,0.702,1.8,9.2,4.616,2,0.963,0.5,2.081,-0.065,-0.2,0.3,-0.408,0.0,-0.007,-0.5,-4.244,0.058,1.4,-1.2,0.444,0.0,0.008,0,0,0,0,0,0,1,0,8.0
379,2997.5,19.087,0.644,0.4,10.4,4.172,2,0.955,0.5,4.244,-0.058,-1.4,1.2,-0.444,0.0,-0.008,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,8.0
380,2998.0,19.087,0.644,0.4,10.4,4.172,2,0.955,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-6.12,0.043,0.6,-0.3,0.202,0.0,0.007,0,0,0,0,0,0,1,0,8.0
381,2998.5,25.207,0.601,-0.2,10.7,3.97,2,0.948,0.5,6.12,-0.043,-0.6,0.3,-0.202,0.0,-0.007,-0.5,-2.79,0.014,-1.3,0.45,0.037,0.0,0.008,0,0,0,0,0,0,1,0,8.0
382,2999.0,27.997,0.587,1.1,10.25,3.933,2,0.94,0.5,2.79,-0.014,1.3,-0.45,-0.037,0.0,-0.008,-0.5,-0.825,-0.015,-1.1,0.25,0.058,0.0,0.007,0,0,0,0,0,0,1,0,8.0
383,2999.5,28.822,0.602,2.2,10.0,3.875,2,0.933,0.5,0.825,0.015,1.1,-0.25,-0.058,0.0,-0.007,-0.5,0.204,-0.02,0.3,-0.35,-0.094,0.0,0.008,0,0,0,0,0,0,1,0,8.0
384,3000.0,28.618,0.622,1.9,10.35,3.969,2,0.925,0.5,-0.204,0.02,-0.3,0.35,0.094,0.0,-0.008,-0.5,3.803,0.01,1.2,-0.8,-0.149,0.0,0.007,0,0,0,0,0,0,1,0,8.0
385,3000.5,24.815,0.612,0.7,11.15,4.118,2,0.918,0.5,-3.803,-0.01,-1.2,0.8,0.149,0.0,-0.007,-0.5,1.444,0.037,0.5,-0.65,-0.125,0.0,0.008,0,0,0,0,0,0,1,0,8.0
386,3001.0,23.371,0.575,0.2,11.8,4.243,2,0.91,0.5,-1.444,-0.037,-0.5,0.65,0.125,0.0,-0.008,-0.5,0.319,0.033,0.1,-0.55,0.047,0.0,0.007,0,0,0,0,0,0,1,0,8.0
387,3001.5,23.052,0.542,0.1,12.35,4.196,2,0.903,0.5,-0.319,-0.033,-0.1,0.55,-0.047,0.0,-0.007,-0.5,-0.057,0.02,0.2,0.2,0.004,0.0,0.007,0,0,0,0,0,0,1,0,8.0
388,3002.0,23.109,0.522,-0.1,12.15,4.192,2,0.896,0.5,0.057,-0.02,-0.2,-0.2,-0.004,0.0,-0.007,-0.5,-1.029,0.011,0.2,0.1,0.214,0.0,0.008,0,0,0,0,0,0,1,0,8.0
389,3002.5,24.138,0.511,-0.3,12.05,3.978,2,0.888,0.5,1.029,-0.011,-0.2,-0.1,-0.214,0.0,-0.008,-0.5,-0.31,0.0,-0.2,0.3,0.003,0.0,0.007,0,0,0,0,0,0,1,0,8.0
390,3003.0,24.448,0.511,-0.1,11.75,3.975,2,0.881,0.5,0.31,0.0,0.2,-0.3,-0.003,0.0,-0.007,-0.5,-0.971,-0.012,-0.1,0.15,0.013,0.0,0.008,0,0,0,0,0,0,1,0,8.0
391,3003.5,25.419,0.523,0.0,11.6,3.962,2,0.873,0.5,0.971,0.012,0.1,-0.15,-0.013,0.0,-0.008,-0.5,-1.305,-0.037,0.7,0.25,-0.028,0.0,0.007,0,0,0,0,0,0,1,0,8.0
392,3004.0,26.724,0.56,-0.7,11.35,3.99,2,0.866,0.5,1.305,0.037,-0.7,-0.25,0.028,0.0,-0.007,-0.5,-2.489,-0.063,0.1,0.65,0.105,0.0,0.008,0,0,0,0,0,0,1,0,8.0
393,3004.5,29.213,0.623,-0.8,10.7,3.885,2,0.858,0.5,2.489,0.063,-0.1,-0.65,-0.105,0.0,-0.008,-0.5,-4.823,-0.063,-1.2,1.3,0.069,0.0,0.007,0,0,0,0,0,0,1,0,8.0
394,3005.0,34.036,0.686,0.4,9.4,3.816,2,0.851,0.5,4.823,0.063,1.2,-1.3,-0.069,0.0,-0.007,-0.5,-4.121,-0.03,-1.3,1.65,0.156,0.0,0.008,0,0,0,0,0,0,1,0,5.0
395,3005.5,38.157,0.716,1.7,7.75,3.66,2,0.843,0.5,4.121,0.03,1.3,-1.65,-0.156,0.0,-0.008,-0.5,-2.293,0.015,-0.1,0.95,0.116,0.0,0.007,0,0,0,0,0,0,1,0,5.0
396,3006.0,40.45,0.701,1.8,6.8,3.544,2,0.836,0.5,2.293,-0.015,0.1,-0.95,-0.116,0.0,-0.007,-0.5,-1.126,0.039,-1.7,0.35,0.152,0.0,0.008,0,0,0,0,0,0,1,0,5.0
397,3006.5,41.576,0.662,3.5,6.45,3.392,2,0.828,0.5,1.126,-0.039,1.7,-0.35,-0.152,0.0,-0.008,-0.5,1.453,0.029,-0.2,-0.9,0.152,0.0,0.007,0,0,0,0,0,0,1,0,5.0
398,3007.0,40.123,0.633,3.7,7.35,3.24,2,0.821,0.5,-1.453,-0.029,0.2,0.9,-0.152,0.0,-0.007,-0.5,3.46,0.001,0.3,-0.75,0.028,0.0,0.008,0,0,0,0,0,0,1,0,5.0
399,3007.5,36.663,0.632,3.4,8.1,3.212,2,0.813,0.5,-3.46,-0.001,-0.3,0.75,-0.028,0.0,-0.008,-0.5,3.957,-0.018,-0.4,-0.2,-0.041,0.0,0.007,0,0,0,0,0,0,1,0,5.0
400,3008.0,32.706,0.65,3.8,8.3,3.253,2,0.806,0.5,-3.957,0.018,0.4,0.2,0.041,0.0,-0.007,-0.5,2.383,-0.022,0.4,-0.4,-0.036,0.0,0.007,0,0,0,0,0,0,1,0,5.0
401,3008.5,30.323,0.672,3.4,8.7,3.289,2,0.799,0.5,-2.383,0.022,-0.4,0.4,0.036,0.0,-0.007,-0.5,1.722,-0.022,0.4,-0.7,-0.025,0.0,0.008,0,0,0,0,0,0,1,0,5.0
402,3009.0,28.601,0.694,3.0,9.4,3.314,2,0.791,0.5,-1.722,0.022,-0.4,0.7,0.025,0.0,-0.008,-0.5,0.432,-0.027,0.6,-0.3,0.052,0.0,0.007,0,0,0,0,0,0,1,0,5.0
403,3009.5,28.169,0.721,2.4,9.7,3.262,2,0.784,0.5,-0.432,0.027,-0.6,0.3,-0.052,0.0,-0.007,-0.5,-1.273,-0.035,1.0,-0.1,-0.048,0.0,0.008,0,0,0,0,0,0,1,0,5.0
404,3010.0,29.442,0.756,1.4,9.8,3.31,2,0.776,0.5,1.273,0.035,-1.0,0.1,0.048,0.0,-0.008,-0.5,-1.436,-0.039,0.7,0.25,-0.049,0.0,0.007,0,0,0,0,0,0,1,0,5.0
405,3010.5,30.878,0.795,0.7,9.55,3.359,2,0.769,0.5,1.436,0.039,-0.7,-0.25,0.049,0.0,-0.007,-0.5,-1.273,-0.037,0.6,0.2,-0.05,0.0,0.008,0,0,0,0,0,0,1,0,5.0
406,3011.0,32.151,0.832,0.1,9.35,3.409,2,0.761,0.5,1.273,0.037,-0.6,-0.2,0.05,0.0,-0.008,-0.5,-1.526,-0.024,-0.3,0.25,-0.008,0.0,0.007,0,0,0,0,0,0,1,0,5.0
407,3011.5,33.677,0.856,0.4,9.1,3.417,2,0.754,0.5,1.526,0.024,0.3,-0.25,0.008,0.0,-0.007,-0.5,-0.024,-0.016,-0.7,0.15,-0.027,0.0,0.008,0,0,0,0,0,0,1,0,5.0
408,3012.0,33.701,0.872,1.1,8.95,3.444,2,0.746,0.5,0.024,0.016,0.7,-0.15,0.027,0.0,-0.008,-0.5,-1.404,-0.017,-0.4,0.2,-0.022,0.0,0.007,0,0,0,0,0,0,1,0,5.0
409,3012.5,35.105,0.889,1.5,8.75,3.466,2,0.739,0.5,1.404,0.017,0.4,-0.2,0.022,0.0,-0.007,-0.5,-1.999,-0.025,-0.1,0.15,-0.024,0.0,0.008,0,0,0,0,0,0,1,0,5.0
410,3013.0,37.104,0.914,1.6,8.6,3.49,2,0.731,0.5,1.999,0.025,0.1,-0.15,0.024,0.0,-0.008,-0.5,-0.245,-0.025,-0.5,0.65,0.072,0.0,0.007,0,0,0,0,0,0,1,0,5.0
411,3013.5,37.349,0.939,2.1,7.95,3.418,2,0.724,0.5,0.245,0.025,0.5,-0.65,-0.072,0.0,-0.007,-0.5,-0.587,-0.013,-0.3,0.25,-0.086,0.0,0.008,0,0,0,0,0,0,1,0,5.0
412,3014.0,37.936,0.952,2.4,7.7,3.504,2,0.716,0.5,0.587,0.013,0.3,-0.25,0.086,0.0,-0.008,-0.5,-1.151,-0.001,0.3,-0.05,-0.007,0.0,0.007,0,0,0,0,0,0,1,0,5.0
413,3014.5,39.087,0.953,2.1,7.75,3.511,2,0.709,0.5,1.151,0.001,-0.3,0.05,0.007,0.0,-0.007,-0.5,1.028,0.002,0.4,0.2,-0.039,0.0,0.008,0,0,0,0,0,0,1,0,5.0
414,3015.0,38.059,0.951,1.7,7.55,3.55,2,0.701,0.5,-1.028,-0.002,-0.4,-0.2,0.039,0.0,-0.008,-0.5,0.857,-0.001,-0.5,0.25,-0.053,0.0,0.007,0,0,0,0,0,0,1,0,5.0
415,3015.5,37.202,0.952,2.2,7.3,3.603,2,0.694,0.5,-0.857,0.001,0.5,-0.25,0.053,0.0,-0.007,-0.5,-0.016,0.001,0.4,-0.2,-0.072,0.0,0.007,0,0,0,0,0,0,1,0,5.0
416,3016.0,37.218,0.951,1.8,7.5,3.675,2,0.687,0.5,0.016,-0.001,-0.4,0.2,0.072,0.0,-0.007,-0.5,-0.563,0.002,0.4,-0.1,-0.066,0.0,0.008,0,0,0,0,0,0,1,0,5.0
417,3016.5,37.781,0.949,1.4,7.6,3.741,2,0.679,0.5,0.563,-0.002,-0.4,0.1,0.066,0.0,-0.008,-0.5,-2.383,0.001,-0.1,0.25,0.006,0.0,0.007,0,0,0,0,0,0,1,0,5.0
418,3017.0,40.164,0.948,1.5,7.35,3.735,2,0.672,0.5,2.383,-0.001,0.1,-0.25,-0.006,0.0,-0.007,-0.5,-0.792,-0.002,-0.1,0.05,-0.012,0.0,0.008,0,0,0,0,0,0,1,0,5.0
419,3017.5,40.956,0.95,1.6,7.3,3.747,2,0.664,0.5,0.792,0.002,0.1,-0.05,0.012,0.0,-0.008,-0.5,-0.057,-0.002,0.1,0.05,0.107,0.0,0.007,0,0,0,0,0,0,1,0,5.0
420,3018.0,41.013,0.952,1.5,7.25,3.64,2,0.657,0.5,0.057,0.002,-0.1,-0.05,-0.107,0.0,-0.007,-0.5,-1.534,0.002,-0.4,0.1,-0.043,0.0,0.008,0,0,0,0,0,0,1,0,5.0
421,3018.5,42.547,0.95,1.9,7.15,3.683,2,0.649,0.5,1.534,-0.002,0.4,-0.1,0.043,0.0,-0.008,-0.5,1.355,0.005,-0.1,0.15,0.039,0.0,0.007,0,0,0,0,0,0,1,0,5.0
422,3019.0,41.192,0.945,2.0,7.0,3.644,2,0.642,0.5,-1.355,-0.005,0.1,-0.15,-0.039,0.0,-0.007,-0.5,-1.534,0.004,-0.3,-0.15,-0.06,0.0,0.008,0,0,0,0,0,0,1,0,5.0
423,3019.5,42.726,0.941,2.3,7.15,3.704,2,0.634,0.5,1.534,-0.004,0.3,0.15,0.06,0.0,-0.008,-0.5,-1.681,-0.001,-1.1,0.15,0.009,0.0,0.007,0,0,0,0,0,0,1,0,5.0
424,3020.0,44.407,0.942,3.4,7.0,3.695,2,0.627,0.5,1.681,0.001,1.1,-0.15,-0.009,0.0,-0.007,-0.5,-0.98,-0.004,-0.4,0.2,-0.093,0.0,0.008,0,0,0,0,0,0,1,0,5.0
425,3020.5,45.387,0.946,3.8,6.8,3.788,2,0.619,0.5,0.98,0.004,0.4,-0.2,0.093,0.0,-0.008,-0.5,0.335,0.001,1.2,-0.7,-0.129,0.0,0.007,0,0,0,0,0,0,1,0,5.0
426,3021.0,45.052,0.945,2.6,7.5,3.917,2,0.612,0.5,-0.335,-0.001,-1.2,0.7,0.129,0.0,-0.007,-0.5,-1.077,0.01,0.2,0.1,-0.031,0.0,0.008,0,0,0,0,0,0,1,0,5.0
427,3021.5,46.129,0.935,2.4,7.4,3.948,2,0.604,0.5,1.077,-0.01,-0.2,-0.1,0.031,0.0,-0.008,-0.5,-1.697,0.01,-0.1,0.35,-0.068,0.0,0.007,0,0,0,0,0,0,1,0,5.0
428,3022.0,47.826,0.925,2.5,7.05,4.016,2,0.597,0.5,1.697,-0.01,0.1,-0.35,0.068,0.0,-0.007,-0.5,-2.228,0.0,0.2,0.3,0.081,0.0,0.007,0,0,0,0,0,0,1,0,5.0
429,3022.5,50.054,0.925,2.3,6.75,3.935,2,0.59,0.5,2.228,0.0,-0.2,-0.3,-0.081,0.0,-0.007,-0.5,-5.508,-0.008,0.5,-0.15,-0.039,0.0,0.008,0,0,0,0,0,0,1,0,5.0
430,3023.0,55.562,0.933,1.8,6.9,3.974,2,0.582,0.5,5.508,0.008,-0.5,0.15,0.039,0.0,-0.008,-0.5,-7.467,-0.014,-0.2,0.1,0.115,0.0,0.007,0,0,0,0,0,0,1,0,5.0
431,3023.5,63.029,0.947,2.0,6.8,3.859,2,0.575,0.5,7.467,0.014,0.2,-0.1,-0.115,0.0,-0.007,-0.5,-12.37,-0.019,0.1,0.35,0.178,0.0,0.008,0,0,0,0,0,0,1,0,5.0
432,3024.0,75.399,0.966,1.9,6.45,3.681,2,0.567,0.5,12.37,0.019,-0.1,-0.35,-0.178,0.0,-0.008,-0.5,-26.717,-0.021,1.7,-0.45,0.12,0.0,0.007,0,0,0,0,0,0,1,0,5.0
433,3024.5,102.116,0.987,0.2,6.9,3.561,2,0.56,0.5,26.717,0.021,-1.7,0.45,-0.12,0.0,-0.007,-0.5,-38.662,-0.006,0.6,-0.1,0.048,0.0,0.008,0,0,0,0,0,0,1,0,5.0
434,3025.0,140.778,0.993,-0.4,7.0,3.513,2,0.552,0.5,38.662,0.006,-0.6,0.1,-0.048,0.0,-0.008,-0.5,-42.58,0.012,-0.1,-0.35,0.076,0.0,0.007,0,0,0,0,0,0,1,0,5.0
435,3025.5,183.358,0.981,-0.3,7.35,3.437,2,0.545,0.5,42.58,-0.012,0.1,0.35,-0.076,0.0,-0.007,-0.5,-30.641,0.004,-0.5,-0.45,0.025,0.0,0.008,0,0,0,0,0,0,1,0,5.0
436,3026.0,213.999,0.977,0.2,7.8,3.412,2,0.537,0.5,30.641,-0.004,0.5,0.45,-0.025,0.0,-0.008,-0.5,-6.414,-0.027,0.2,-0.2,-0.116,0.0,0.007,0,0,0,0,0,0,1,0,5.0
437,3026.5,220.413,1.004,0.0,8.0,3.528,2,0.53,0.5,6.414,0.027,-0.2,0.2,0.116,0.0,-0.007,-0.5,20.107,-0.023,0.0,0.0,-0.143,0.0,0.008,0,0,0,0,0,0,1,0,4.0
438,3027.0,200.306,1.027,0.0,8.0,3.671,2,0.522,0.5,-20.107,0.023,0.0,0.0,0.143,0.0,-0.008,-0.5,38.157,0.028,0.2,-0.5,-0.075,0.0,0.007,0,0,0,0,0,0,1,0,4.0
