,Formation,FormationSH,FormationNum,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,rollavg_PE,grad_PE,rollavg_GR,grad_GR,rollavg_PHIND,grad_PHIND,rollavg_ILD_log10,grad_ILD_log10,rollavg_DeltaPHI,grad_DeltaPHI,Facies
630,B2 SH,1,4,CRAWFORD,3059.5,71.26100000000001,0.5329999999999999,4.235,12.565,3.0069999999999997,1,0.5,3.6950666666666643,-0.02900000000000036,51.4044,0.5100000000000051,8.0245,0.7999999999999989,0.7868333333333332,0.005999999999999894,1.8621666666666656,0.1800000000000006,2
631,B2 SH,1,4,CRAWFORD,3060.0,73.11,0.518,4.44,12.8,2.978,1,0.45,3.6447333333333307,-0.02899999999999947,52.39836666666667,1.8489999999999895,8.281500000000001,0.2350000000000012,0.7686333333333332,-0.014999999999999902,1.9781666666666655,0.20500000000000007,2
632,B2 SH,1,4,CRAWFORD,3060.5,75.425,0.491,3.815,12.085,2.903,1,0.4,3.5949666666666644,-0.07500000000000018,53.44583333333333,2.3149999999999977,8.521833333333335,-0.7149999999999999,0.7486999999999998,-0.027000000000000024,2.0621666666666654,-0.6250000000000004,2
633,B2 SH,1,4,CRAWFORD,3061.0,76.828,0.47,3.265,11.525,2.687,1,0.35,3.5420333333333307,-0.2160000000000002,54.72096666666666,1.4030000000000058,8.769666666666668,-0.5600000000000005,0.7272999999999998,-0.02100000000000002,2.147666666666665,-0.5499999999999998,2
634,B2 SH,1,4,CRAWFORD,3061.5,75.04,0.45799999999999996,3.16,11.69,2.58,1,0.3,3.486533333333331,-0.10699999999999976,56.049299999999995,-1.7879999999999967,9.040166666666668,0.16499999999999915,0.7049666666666664,-0.01200000000000001,2.2464999999999984,-0.10499999999999998,2
635,B2 SH,1,4,CRAWFORD,3062.0,70.288,0.449,3.695,12.535,2.5340000000000003,1,0.25,3.4231999999999974,-0.04599999999999982,57.29403333333333,-4.7520000000000095,9.35116666666667,0.8450000000000006,0.6822333333333331,-0.008999999999999952,2.3768333333333316,0.5349999999999997,2
636,B2 LM,0,5,CRAWFORD,3062.5,66.266,0.44299999999999995,4.505,13.995,2.553,1,0.2,3.361466666666664,0.018999999999999684,58.44913333333333,-4.021999999999991,9.699500000000002,1.459999999999999,0.6593999999999999,-0.006000000000000061,2.530166666666665,0.81,2
637,B2 LM,0,5,CRAWFORD,3063.0,60.79,0.441,6.07,16.34,2.679,1,0.15,3.3064666666666644,0.1259999999999999,59.40503333333333,-5.476000000000006,10.087000000000002,2.3450000000000006,0.6376999999999999,-0.0019999999999999463,2.7326666666666646,1.5650000000000004,2
638,B2 LM,0,5,CRAWFORD,3063.5,54.67,0.444,6.25,16.74,3.35,1,0.1,3.2752999999999974,0.6710000000000003,60.14843333333333,-6.119999999999997,10.464333333333336,0.3999999999999986,0.6174333333333332,0.0030000000000000027,2.9313333333333307,0.17999999999999972,3
639,B2 LM,0,5,CRAWFORD,3064.0,48.093999999999994,0.445,5.995,16.615,3.865,1,0.05,3.2633333333333305,0.5150000000000001,60.70133333333333,-6.576000000000008,10.822666666666668,-0.125,0.5996666666666665,0.0010000000000000009,3.1176666666666644,-0.2549999999999999,3
640,B2 LM,0,5,CRAWFORD,3064.5,41.062,0.445,3.425,13.955,4.24,2,1.0,3.269999999999997,0.375,61.04176666666667,-7.0319999999999965,11.068000000000001,-2.6599999999999984,0.5851666666666665,0.0,3.216999999999998,-2.5700000000000003,8
641,B2 LM,0,5,CRAWFORD,3065.0,39.046,0.455,1.725,12.915,4.507,2,0.9640000000000001,3.3051999999999975,0.26699999999999946,61.34486666666667,-2.0159999999999982,11.237833333333334,-1.040000000000001,0.5745999999999999,0.010000000000000009,3.2441666666666644,-1.6999999999999997,8
642,B2 LM,0,5,CRAWFORD,3065.5,38.169000000000004,0.45799999999999996,1.1,12.79,4.354,2,0.929,3.3456333333333306,-0.15299999999999958,61.65463333333334,-0.8769999999999953,11.342833333333337,-0.125,0.5657666666666665,0.002999999999999947,3.239499999999998,-0.625,8
643,B2 LM,0,5,CRAWFORD,3066.0,40.493,0.465,0.895,13.365,4.293,2,0.893,3.381866666666664,-0.06099999999999994,62.06346666666666,2.323999999999998,11.439333333333336,0.5750000000000011,0.5577666666666665,0.007000000000000062,3.228999999999998,-0.20500000000000007,8
644,B2 LM,0,5,CRAWFORD,3066.5,43.948,0.45899999999999996,0.68,13.98,4.248,2,0.857,3.4107999999999974,-0.04499999999999993,62.58630000000001,3.4549999999999983,11.56016666666667,0.6150000000000002,0.5499666666666665,-0.006000000000000061,3.2181666666666646,-0.21499999999999997,8
645,B2 LM,0,5,CRAWFORD,3067.0,46.49100000000001,0.423,0.57,14.45,4.266,2,0.821,3.4314666666666644,0.017999999999999794,63.17753333333334,2.5430000000000064,11.730166666666667,0.46999999999999886,0.5409666666666664,-0.035999999999999976,3.221499999999998,-0.1100000000000001,8
646,B2 LM,0,5,CRAWFORD,3067.5,47.21,0.392,0.565,14.945,4.331,2,0.7859999999999999,3.4433666666666642,0.06500000000000039,63.60920000000001,0.7189999999999941,11.963666666666667,0.495000000000001,0.5308999999999997,-0.030999999999999972,3.228999999999998,-0.0050000000000000044,8
647,B2 LM,0,5,CRAWFORD,3068.0,46.788999999999994,0.34600000000000003,0.765,15.325,4.395,2,0.75,3.4484999999999975,0.06399999999999917,63.66850000000001,-0.4210000000000065,12.268333333333334,0.379999999999999,0.5192999999999997,-0.045999999999999985,3.238333333333331,0.20000000000000007,8
648,B2 LM,0,5,CRAWFORD,3068.5,45.912,0.325,0.985,15.625,4.397,2,0.7140000000000001,3.458633333333331,0.002000000000000668,63.33290000000001,-0.8769999999999953,12.591000000000001,0.3000000000000007,0.5065666666666663,-0.02100000000000002,3.2489999999999974,0.21999999999999997,8
649,B2 LM,0,5,CRAWFORD,3069.0,45.70399999999999,0.304,1.205,15.925,4.383,2,0.679,3.4823999999999975,-0.014000000000000234,62.618166666666674,-0.2080000000000055,12.898666666666667,0.3000000000000007,0.49279999999999957,-0.02100000000000002,3.2569999999999975,0.22000000000000008,8
650,B2 LM,0,5,CRAWFORD,3069.5,45.527,0.295,1.27,15.89,4.276,2,0.643,3.512899999999997,-0.1070000000000002,61.46906666666668,-0.1769999999999925,13.134500000000001,-0.03500000000000014,0.47903333333333287,-0.009000000000000008,3.2338333333333305,0.06499999999999995,8
651,B2 LM,0,5,CRAWFORD,3070.0,44.887,0.289,1.155,15.315,4.123,2,0.607,3.5449999999999973,-0.15299999999999958,60.13030000000001,-0.6400000000000006,13.294500000000001,-0.5750000000000011,0.46566666666666623,-0.006000000000000005,3.165166666666664,-0.11499999999999999,8
652,B2 LM,0,5,CRAWFORD,3070.5,44.23,0.29,0.815,14.205,3.95,2,0.5710000000000001,3.570733333333331,-0.17300000000000004,58.806433333333345,-0.6570000000000036,13.3975,-1.1099999999999994,0.45336666666666614,0.0010000000000000009,3.0601666666666634,-0.3400000000000001,8
653,B2 LM,0,5,CRAWFORD,3071.0,44.273999999999994,0.281,0.55,12.84,3.785,2,0.536,3.5898666666666643,-0.16500000000000004,57.58313333333334,0.04399999999999693,13.459166666666667,-1.3650000000000002,0.44196666666666623,-0.008999999999999952,2.9248333333333303,-0.2649999999999999,8
654,B2 LM,0,5,CRAWFORD,3071.5,45.221000000000004,0.247,0.545,11.605,3.647,2,0.5,3.604333333333331,-0.13800000000000034,56.464433333333346,0.9470000000000098,13.4825,-1.2349999999999994,0.43046666666666616,-0.03400000000000003,2.7814999999999968,-0.0050000000000000044,8
655,B2 LM,0,5,CRAWFORD,3072.0,46.396,0.16699999999999998,1.685,11.385,3.431,2,0.46399999999999997,3.610999999999998,-0.21599999999999975,55.47490000000001,1.1749999999999972,13.504333333333333,-0.22000000000000064,0.4168999999999995,-0.08000000000000002,2.6769999999999974,1.1400000000000001,8
656,B2 LM,0,5,CRAWFORD,3072.5,46.888000000000005,0.11800000000000001,2.92,12.76,3.2,2,0.429,3.6104333333333316,-0.23099999999999987,54.607000000000006,0.49200000000000443,13.582833333333333,1.375,0.40209999999999957,-0.048999999999999974,2.623166666666664,1.2349999999999999,7
657,B2 LM,0,5,CRAWFORD,3073.0,46.475,0.069,4.4,16.76,2.968,2,0.39299999999999996,3.6031333333333317,-0.2320000000000002,53.75453333333334,-0.4130000000000038,13.789833333333332,4.000000000000002,0.3860666666666662,-0.049,2.6284999999999976,1.4800000000000004,7
658,B2 LM,0,5,CRAWFORD,3073.5,46.738,0.042,5.065,20.085,2.815,2,0.35700000000000004,3.5926999999999985,-0.15300000000000002,52.93276666666667,0.2629999999999981,14.0925,3.3249999999999993,0.36963333333333287,-0.027000000000000003,2.6601666666666643,0.665,7
659,B2 LM,0,5,CRAWFORD,3074.0,47.913999999999994,0.033,4.815,20.915,2.8480000000000003,2,0.321,3.5864333333333316,0.03300000000000036,52.171533333333336,1.1759999999999948,14.3975,0.8299999999999983,0.35316666666666624,-0.009000000000000001,2.685499999999998,-0.25,7
660,B2 LM,0,5,CRAWFORD,3074.5,51.596000000000004,0.04,4.485,20.755,2.99,2,0.28600000000000003,3.5858666666666648,0.1419999999999999,51.51603333333334,3.6820000000000093,14.6705,-0.16000000000000014,0.3367333333333329,0.006999999999999999,2.6938333333333313,-0.33000000000000007,7
661,B2 LM,0,5,CRAWFORD,3075.0,62.89,0.102,4.42,17.02,3.4739999999999998,2,0.25,3.602399999999998,0.48399999999999954,51.17536666666668,11.293999999999997,14.811166666666667,-3.7349999999999994,0.3228666666666662,0.06199999999999999,2.6931666666666647,-0.06500000000000039,7
662,B2 LM,0,5,CRAWFORD,3075.5,80.38,0.22,3.955,12.965,4.067,2,0.214,3.641199999999998,0.5930000000000004,51.340533333333354,17.489999999999995,14.840499999999999,-4.055,0.3138333333333329,0.11800000000000001,2.6978333333333313,-0.46499999999999986,7
663,B2 LM,0,5,CRAWFORD,3076.0,105.725,0.34700000000000003,2.42,7.33,4.271,2,0.179,3.693999999999998,0.20399999999999974,52.30376666666668,25.345,14.700666666666667,-5.635,0.30973333333333286,0.12700000000000003,2.669666666666665,-1.5350000000000001,7
664,B2 LM,0,5,CRAWFORD,3076.5,131.069,0.524,1.655,5.355,3.838,2,0.14300000000000002,3.7359333333333313,-0.43299999999999983,54.17140000000002,25.343999999999994,14.4895,-1.9749999999999996,0.31193333333333284,0.177,2.619499999999998,-0.7649999999999999,7
665,B2 LM,0,5,CRAWFORD,3077.0,145.018,0.636,-0.905,7.135,3.2030000000000003,2,0.107,3.7582333333333313,-0.6349999999999998,56.66240000000002,13.949000000000012,14.309499999999998,1.7799999999999994,0.31816666666666615,0.11199999999999999,2.4661666666666653,-2.56,6
666,B2 LM,0,5,CRAWFORD,3077.5,131.376,0.726,-1.94,12.26,2.8160000000000003,2,0.071,3.766999999999998,-0.387,58.832733333333344,-13.641999999999996,14.251666666666665,5.125,0.32759999999999945,0.08999999999999997,2.2513333333333323,-1.035,6
667,B3 SH,1,6,CRAWFORD,3078.0,110.21,0.792,0.27,14.14,2.678,2,0.036000000000000004,3.7669666666666646,-0.13800000000000034,60.48006666666668,-21.16600000000001,14.178333333333333,1.8800000000000008,0.33929999999999944,0.06600000000000006,2.0579999999999985,2.21,5
668,B3 SH,1,6,CRAWFORD,3078.5,89.045,0.826,3.14,13.7,2.773,1,1.0,3.7477333333333314,0.0950000000000002,61.625900000000016,-21.164999999999992,14.076999999999998,-0.4400000000000013,0.35203333333333275,0.03399999999999992,1.9543333333333317,2.87,3
669,B3 SH,1,6,CRAWFORD,3079.0,73.807,0.8079999999999999,4.795,11.855,3.3710000000000004,1,0.9440000000000001,3.7312666666666647,0.5980000000000003,62.48300000000002,-15.238,13.918333333333331,-1.8449999999999989,0.3641333333333327,-0.018000000000000016,1.9143333333333319,1.6549999999999998,3
670,B3 SH,1,6,CRAWFORD,3079.5,73.158,0.7809999999999999,4.755,10.905,3.4930000000000003,1,0.889,3.706366666666665,0.12199999999999989,63.55286666666668,-0.6490000000000009,13.816666666666665,-0.9500000000000011,0.37533333333333274,-0.027000000000000024,1.9586666666666654,-0.040000000000000036,2
671,B3 SH,1,6,CRAWFORD,3080.0,73.195,0.763,3.975,10.205,3.432,1,0.833,3.6705333333333314,-0.06100000000000039,64.69116666666667,0.03699999999999193,13.726333333333331,-0.6999999999999993,0.3855999999999994,-0.017999999999999905,2.0336666666666656,-0.7799999999999998,2
672,B3 SH,1,6,CRAWFORD,3080.5,72.325,0.748,3.68,10.0,3.387,1,0.778,3.6382999999999983,-0.04499999999999993,65.82970000000002,-0.8699999999999903,13.63333333333333,-0.20500000000000007,0.39526666666666604,-0.015000000000000013,2.1196666666666655,-0.29499999999999993,2
673,B3 SH,1,6,CRAWFORD,3081.0,71.221,0.742,3.33,9.69,3.3739999999999997,1,0.722,3.6076666666666646,-0.013000000000000345,66.85396666666668,-1.1039999999999992,13.510833333333329,-0.3100000000000005,0.40449999999999936,-0.006000000000000005,2.2008333333333328,-0.3500000000000001,2
674,B3 SH,1,6,CRAWFORD,3081.5,70.563,0.742,2.76,9.25,3.3289999999999997,1,0.667,3.577033333333331,-0.04499999999999993,67.74113333333334,-0.6580000000000013,13.353166666666661,-0.4399999999999995,0.4139333333333327,0.0,2.270166666666666,-0.5700000000000003,2
675,B3 SH,1,6,CRAWFORD,3082.0,71.51899999999999,0.733,1.75,10.04,3.145,1,0.611,3.5396666666666636,-0.18399999999999972,68.5754,0.9559999999999889,13.206166666666663,0.7899999999999991,0.42426666666666607,-0.009000000000000008,2.3094999999999994,-1.0099999999999998,2
676,B3 SH,1,6,CRAWFORD,3082.5,74.062,0.722,2.32,12.64,2.945,1,0.556,3.4934666666666634,-0.20000000000000018,69.47046666666667,2.5430000000000064,13.12933333333333,2.6000000000000014,0.4352666666666661,-0.01100000000000001,2.3679999999999994,0.5699999999999998,2
677,B3 SH,1,6,CRAWFORD,3083.0,77.061,0.71,2.765,15.055,2.7760000000000002,1,0.5,3.4394999999999967,-0.1689999999999996,70.47953333333334,2.9990000000000094,13.12033333333333,2.414999999999999,0.4473999999999994,-0.01200000000000001,2.434666666666666,0.4450000000000003,2
678,B3 SH,1,6,CRAWFORD,3083.5,78.693,0.695,3.04,15.66,2.793,1,0.444,3.38603333333333,0.016999999999999904,71.57223333333334,1.6319999999999908,13.121499999999997,0.6050000000000004,0.45973333333333277,-0.015000000000000013,2.503166666666666,0.2749999999999999,2
679,B3 SH,1,6,CRAWFORD,3084.0,79.192,0.6829999999999999,2.505,14.075,2.951,1,0.389,3.3382999999999967,0.15799999999999992,72.6885,0.4989999999999952,13.05983333333333,-1.5850000000000009,0.4723666666666661,-0.01200000000000001,2.5464999999999995,-0.5350000000000001,2
680,B3 SH,1,6,CRAWFORD,3084.5,79.192,0.6829999999999999,2.505,14.075,2.951,1,0.389,3.29413333333333,0.0,73.81066666666668,0.0,12.99933333333333,0.0,0.48529999999999945,0.0,2.587666666666666,0.0,2
681,B3 SH,1,6,CRAWFORD,3085.0,78.999,0.662,2.395,12.335,2.984,1,0.33299999999999996,3.256166666666663,0.03299999999999992,74.94773333333333,-0.19299999999999784,12.899999999999997,-1.7399999999999984,0.4977333333333328,-0.020999999999999908,2.628999999999999,-0.10999999999999988,2
682,B3 SH,1,6,CRAWFORD,3085.5,78.11399999999999,0.64,2.395,11.095,2.909,1,0.278,3.221466666666663,-0.07500000000000018,76.07719999999999,-0.8850000000000051,12.796333333333331,-1.2400000000000002,0.5093999999999995,-0.02200000000000002,2.6816666666666658,0.0,2
683,B3 SH,1,6,CRAWFORD,3086.0,77.24600000000001,0.625,2.705,12.075,2.708,1,0.222,3.1855666666666633,-0.20099999999999962,77.17626666666666,-0.8679999999999808,12.770833333333332,0.9799999999999986,0.5208666666666661,-0.015000000000000013,2.7534999999999994,0.31000000000000005,2
684,B3 SH,1,6,CRAWFORD,3086.5,76.369,0.62,2.305,15.615,2.6010000000000004,1,0.16699999999999998,3.150699999999996,-0.10699999999999976,78.21453333333334,-0.8770000000000095,12.904499999999997,3.540000000000001,0.5332999999999994,-0.0050000000000000044,2.812166666666666,-0.3999999999999999,2
685,B3 SH,1,6,CRAWFORD,3087.0,72.301,0.633,0.98,21.27,2.759,1,0.111,3.1282999999999963,0.15799999999999947,79.07803333333332,-4.067999999999998,13.233999999999998,5.654999999999999,0.5488333333333327,0.013000000000000012,2.788666666666666,-1.3250000000000002,2
686,B3 SH,1,6,CRAWFORD,3087.5,61.107,0.667,-1.74,21.21,3.8489999999999998,1,0.055999999999999994,3.1499333333333297,1.0899999999999999,79.55199999999999,-11.194000000000003,13.515666666666664,-0.05999999999999872,0.5671333333333328,0.03400000000000003,2.633333333333333,-2.7199999999999998,3
687,B3 LM,0,7,CRAWFORD,3088.0,41.148999999999994,0.68,-2.295,18.875,4.854,2,1.0,3.212799999999996,1.0050000000000003,79.37446666666666,-19.958000000000006,13.586166666666664,-2.335000000000001,0.5874999999999996,0.013000000000000012,2.410166666666666,-0.5549999999999999,8
688,B3 LM,0,7,CRAWFORD,3088.5,28.419,0.6859999999999999,-0.92,14.54,5.0360000000000005,2,0.938,3.2868333333333295,0.18200000000000038,78.76383333333334,-12.729999999999993,13.401333333333332,-4.335000000000001,0.6089666666666661,0.005999999999999894,2.210666666666666,1.375,8
689,B3 LM,0,7,CRAWFORD,3089.0,22.526999999999997,0.687,0.36,10.24,5.044,2,0.875,3.3600333333333294,0.007999999999999119,77.9176,-5.892000000000003,13.045499999999999,-4.299999999999999,0.6307666666666661,0.001000000000000112,2.062166666666666,1.28,8
690,B3 LM,0,7,CRAWFORD,3089.5,18.459,0.684,2.27,8.16,4.931,2,0.813,3.4247333333333296,-0.11299999999999955,76.81303333333332,-4.067999999999998,12.625666666666666,-2.08,0.6522333333333329,-0.0030000000000000027,1.9883333333333326,1.9100000000000001,8
691,B3 LM,0,7,CRAWFORD,3090.0,17.345,0.679,2.67,8.23,4.547,2,0.75,3.460499999999996,-0.38400000000000034,75.29486666666665,-1.1140000000000008,12.332666666666666,0.07000000000000028,0.6714666666666661,-0.0050000000000000044,1.9299999999999993,0.3999999999999999,8
692,B3 LM,0,7,CRAWFORD,3090.5,17.617,0.6759999999999999,2.855,8.725,4.328,2,0.688,3.469199999999996,-0.21899999999999942,73.20276666666665,0.272000000000002,12.191333333333336,0.4949999999999992,0.6866666666666661,-0.0030000000000001137,1.8933333333333324,0.18500000000000005,8
693,B3 LM,0,7,CRAWFORD,3091.0,19.292,0.664,2.695,9.465,4.2989999999999995,2,0.625,3.4701333333333295,-0.029000000000000803,70.32166666666666,1.6750000000000007,12.262500000000001,0.7400000000000002,0.6972333333333328,-0.0119999999999999,1.9024999999999992,-0.16000000000000014,8
694,B3 LM,0,7,CRAWFORD,3091.5,21.572,0.655,2.535,9.705,4.301,2,0.563,3.485566666666663,0.002000000000000668,66.67176666666666,2.2799999999999976,12.4075,0.2400000000000002,0.7015999999999994,-0.009000000000000008,1.9318333333333324,-0.1599999999999997,8
695,B3 LM,0,7,CRAWFORD,3092.0,22.975,0.653,1.95,9.21,4.319,2,0.5,3.522766666666663,0.017999999999999794,62.603666666666655,1.4030000000000022,12.476666666666667,-0.4949999999999992,0.7021666666666662,-0.0020000000000000018,2.0269999999999992,-0.5850000000000002,8
696,B3 LM,0,7,CRAWFORD,3092.5,23.921999999999997,0.65,1.34,8.59,4.305,2,0.43799999999999994,3.572399999999996,-0.014000000000000234,59.02186666666666,0.9469999999999956,12.354333333333333,-0.620000000000001,0.6996333333333328,-0.0030000000000000027,2.1363333333333325,-0.6099999999999999,8
697,B3 LM,0,7,CRAWFORD,3093.0,24.869,0.657,0.63,7.42,4.291,2,0.375,3.6261666666666628,-0.013999999999999346,56.17716666666665,0.9470000000000027,12.130333333333335,-1.17,0.6951333333333327,0.007000000000000006,2.1483333333333325,-0.7100000000000001,8
698,B3 LM,0,7,CRAWFORD,3093.5,27.64,0.669,0.42,6.02,4.216,2,0.313,3.6742666666666626,-0.07500000000000018,54.13033333333332,2.771000000000001,11.874333333333334,-1.4000000000000004,0.6898999999999994,0.01200000000000001,2.0576666666666656,-0.21000000000000002,8
699,B3 LM,0,7,CRAWFORD,3094.0,34.058,0.67,0.44,4.4,4.109,2,0.25,3.6988666666666625,-0.1070000000000002,52.80536666666665,6.417999999999999,11.625833333333333,-1.6199999999999992,0.6852999999999995,0.0010000000000000009,1.912499999999999,0.020000000000000018,6
700,B3 LM,0,7,CRAWFORD,3094.5,41.489,0.652,1.11,4.03,3.815,2,0.188,3.709599999999996,-0.29400000000000004,51.749733333333324,7.430999999999997,11.396666666666667,-0.3700000000000001,0.6809999999999995,-0.018000000000000016,1.790999999999999,0.6700000000000002,6
701,B3 LM,0,7,CRAWFORD,3095.0,51.235,0.631,1.73,5.19,3.444,2,0.125,3.709999999999996,-0.371,51.017733333333325,9.746000000000002,11.2295,1.1600000000000001,0.6765999999999994,-0.02100000000000002,1.7161666666666655,0.6199999999999999,6
702,B4 SH,1,8,CRAWFORD,3095.5,55.601000000000006,0.61,2.42,7.82,3.1460000000000004,2,0.063,3.701966666666663,-0.2979999999999996,50.46026666666666,4.366000000000007,11.156833333333333,2.63,0.6719999999999994,-0.02100000000000002,1.6741666666666655,0.69,2
703,B4 SH,1,8,CRAWFORD,3096.0,59.512,0.601,3.715,10.375,2.935,1,1.0,3.6873333333333296,-0.2110000000000003,50.06996666666666,3.9109999999999943,11.179666666666666,2.5549999999999997,0.6672999999999993,-0.009000000000000008,1.686999999999999,1.295,2
704,B4 SH,1,8,CRAWFORD,3096.5,62.055,0.598,4.13,12.01,2.844,1,0.95,3.671166666666663,-0.09100000000000019,49.78636666666666,2.5429999999999993,11.271666666666667,1.6349999999999998,0.6624999999999993,-0.0030000000000000027,1.732666666666666,0.41500000000000004,2
705,B4 SH,1,8,CRAWFORD,3097.0,64.37,0.5920000000000001,3.83,12.15,2.7680000000000002,1,0.9,3.6585999999999967,-0.07599999999999962,49.54806666666666,2.315000000000005,11.341999999999997,0.14000000000000057,0.6577999999999993,-0.005999999999999894,1.8019999999999992,-0.2999999999999998,2
706,B4 SH,1,8,CRAWFORD,3097.5,65.773,0.5870000000000001,3.32,11.31,2.708,1,0.85,3.6506999999999965,-0.06000000000000005,49.27176666666666,1.4029999999999916,11.297666666666665,-0.8399999999999999,0.6532999999999992,-0.0050000000000000044,1.8353333333333324,-0.5100000000000002,2
707,B4 SH,1,8,CRAWFORD,3098.0,66.036,0.593,2.635,9.895,2.6630000000000003,1,0.8,3.64693333333333,-0.04499999999999993,48.904266666666665,0.26300000000000523,11.125666666666664,-1.415000000000001,0.6493999999999992,0.005999999999999894,1.830999999999999,-0.685,2
708,B4 SH,1,8,CRAWFORD,3098.5,64.712,0.597,2.65,9.32,2.616,1,0.75,3.64103333333333,-0.04700000000000015,48.43823333333333,-1.323999999999998,10.91433333333333,-0.5749999999999993,0.6461333333333326,0.0040000000000000036,1.817999999999999,0.015000000000000124,2
709,B4 SH,1,8,CRAWFORD,3099.0,64.039,0.6,2.545,8.775,2.603,1,0.7,3.62943333333333,-0.0129999999999999,47.93313333333333,-0.6730000000000018,10.737666666666662,-0.5449999999999999,0.6433666666666659,0.0030000000000000027,1.8193333333333324,-0.10499999999999998,2
710,B4 SH,1,8,CRAWFORD,3099.5,64.332,0.61,2.57,8.69,2.589,1,0.65,3.6173666666666633,-0.014000000000000234,47.4378,0.29299999999999216,10.558166666666663,-0.08500000000000085,0.6409333333333326,0.010000000000000009,1.821499999999999,0.02499999999999991,2
711,B4 SH,1,8,CRAWFORD,3100.0,68.247,0.601,2.545,9.105,2.531,1,0.6,3.602266666666664,-0.05799999999999983,47.0794,3.9150000000000063,10.450499999999998,0.4150000000000009,0.6388999999999992,-0.009000000000000008,1.826499999999999,-0.02499999999999991,2
712,B4 SH,1,8,CRAWFORD,3100.5,75.809,0.583,2.99,10.63,2.4859999999999998,1,0.55,3.588166666666664,-0.04500000000000037,47.00256666666667,7.561999999999998,10.434999999999997,1.5250000000000004,0.6369999999999991,-0.018000000000000016,1.8463333333333323,0.4450000000000003,2
713,B4 SH,1,8,CRAWFORD,3101.0,84.73899999999999,0.5589999999999999,3.69,12.42,2.488,1,0.5,3.5808333333333304,0.002000000000000224,47.25233333333333,8.929999999999993,10.446499999999997,1.7899999999999991,0.6347999999999991,-0.02400000000000002,1.8791666666666655,0.6999999999999997,2
714,B4 SH,1,8,CRAWFORD,3101.5,95.76799999999999,0.541,4.595,14.775,2.52,1,0.45,3.5781333333333305,0.03200000000000003,47.89896666666667,11.028999999999996,10.418499999999996,2.3550000000000004,0.6321666666666659,-0.017999999999999905,1.9554999999999987,0.9049999999999998,2
715,B4 SH,1,8,CRAWFORD,3102.0,94.175,0.529,4.575,15.465,2.6,1,0.4,3.57283333333333,0.08000000000000007,48.6281,-1.5929999999999893,10.224999999999996,0.6899999999999995,0.6286999999999991,-0.01200000000000001,2.075333333333332,-0.019999999999999574,2
716,B4 SH,1,8,CRAWFORD,3102.5,89.427,0.529,4.575,15.555,2.7880000000000003,1,0.35,3.537466666666663,0.18800000000000017,49.5721,-4.7479999999999905,10.036499999999997,0.08999999999999986,0.6240999999999991,0.0,2.285833333333332,0.0,2
717,B4 SH,1,8,CRAWFORD,3103.0,84.90799999999999,0.527,4.35,14.27,3.148,1,0.3,3.4805999999999964,0.3599999999999999,51.03073333333334,-4.51900000000002,9.882999999999997,-1.2850000000000001,0.6189999999999992,-0.0020000000000000018,2.507333333333332,-0.22500000000000053,2
718,B4 SH,1,8,CRAWFORD,3103.5,81.3,0.53,3.17,11.82,3.103,1,0.25,3.416166666666663,-0.04499999999999993,52.79343333333333,-3.60799999999999,9.792333333333328,-2.4499999999999993,0.6137999999999992,0.0030000000000000027,2.6436666666666655,-1.1799999999999997,2
719,B4 SH,1,8,CRAWFORD,3104.0,82.251,0.534,1.84,10.85,2.6910000000000003,1,0.2,3.33773333333333,-0.4119999999999999,54.784233333333326,0.9510000000000076,9.812666666666663,-0.9700000000000006,0.6086999999999991,0.0040000000000000036,2.6929999999999987,-1.3299999999999998,2
720,B4 SH,1,8,CRAWFORD,3104.5,83.20299999999999,0.568,0.12,16.21,2.235,1,0.15,3.247866666666663,-0.4560000000000004,56.94236666666666,0.951999999999984,10.080999999999994,5.360000000000001,0.6048333333333324,0.03399999999999992,2.6213333333333324,-1.7200000000000002,2
721,B4 SH,1,8,CRAWFORD,3105.0,82.88799999999999,0.647,-0.305,24.225,2.113,1,0.1,3.16673333333333,-0.12199999999999989,59.12713333333332,-0.3149999999999977,10.61416666666666,8.015,0.6037666666666658,0.07900000000000007,2.5221666666666653,-0.425,2
722,B4 LM,0,9,CRAWFORD,3105.5,70.52600000000001,0.731,-3.475,31.335,2.301,1,0.05,3.099166666666663,0.18800000000000017,60.89076666666666,-12.36199999999998,11.367833333333326,7.109999999999999,0.6055999999999993,0.08399999999999996,2.3111666666666655,-3.17,3
723,B4 LM,0,9,CRAWFORD,3106.0,59.858000000000004,0.7929999999999999,-2.585,25.825,3.3289999999999997,2,1.0,3.0668333333333293,1.0279999999999996,62.24296666666666,-10.668000000000006,11.91316666666666,-5.510000000000002,0.6098999999999992,0.061999999999999944,2.1351666666666658,0.8900000000000001,8
724,B4 LM,0,9,CRAWFORD,3106.5,43.933,0.815,-2.425,18.585,4.2330000000000005,2,0.9440000000000001,3.064566666666663,0.9040000000000008,62.98833333333333,-15.925000000000004,12.20916666666666,-7.239999999999998,0.6152333333333325,0.02200000000000002,1.9698333333333329,0.16000000000000014,8
725,B4 LM,0,9,CRAWFORD,3107.0,30.523000000000003,0.828,-0.505,13.435,4.53,2,0.889,3.071599999999996,0.2969999999999997,63.239933333333326,-13.409999999999997,12.349999999999994,-5.15,0.6210666666666659,0.013000000000000012,1.8879999999999992,1.92,8
