,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies,GR025,GR2,PHIND025,PHIND2,DeltaPHIlog,DeltaPHI05,NM_M_GR,NM_M_PHIND,NM_M_DeltaPHI,GR_PHIND,NM_M_ILD_log10,NM_M_ILD_log10_GR,NM_M_ILD_log10_GR_PHIND,ILD_log10_GR_PHIND,ILD_log10_GR_PHIND_DeltaPHI
621,B2 SH,CRAWFORD,3055.0,85.05,0.69,3.215,10.515,3.16,1,0.95,2,3.036816703287118,7233.5025,1.8007454216013412,110.56522500000001,10.336224999999999,33.230963374999995,85.05,10.515,3.215,894.30075,0.69,58.68449999999999,617.0675175,617.0675175,1983.8720687625
622,B2 SH,CRAWFORD,3055.5,83.946,0.659,3.965,11.115,3.178,1,0.9,2,3.026913440253349,7046.930915999999,1.825901589799935,123.543225,15.721224999999999,62.33465712499999,83.946,11.115,3.965,933.05979,0.659,55.320414,614.88640161,614.88640161,2438.02458238365
623,B2 SH,CRAWFORD,3056.0,80.973,0.623,4.61,10.99,3.2110000000000003,1,0.85,2,2.9997499687439224,6556.626729,1.8207462455955128,120.7801,21.252100000000002,97.97218100000002,80.973,10.99,4.61,889.89327,0.623,50.446179,554.40350721,554.40350721,2555.8001682381005
624,B2 SH,CRAWFORD,3056.5,78.782,0.5920000000000001,4.845,10.905,3.213,1,0.8,2,2.9792486447540054,6206.603523999999,1.8172154371982627,118.91902499999999,23.474024999999997,113.73165112499998,78.782,10.905,4.845,859.1177099999999,0.5920000000000001,46.638944,508.59768432,508.59768432,2464.1557805303996
625,B2 SH,CRAWFORD,3057.0,76.082,0.574,4.82,10.73,3.2310000000000003,1,0.75,2,2.953387824470594,5788.470723999999,1.8098806233649334,115.1329,23.232400000000002,111.98016800000002,76.082,10.73,4.82,816.3598599999999,0.574,43.67106799999999,468.5905596399999,468.5905596399999,2258.6064974647998
626,B2 SH,CRAWFORD,3057.5,72.925,0.562,4.535,10.405,3.217,1,0.7,2,2.9222617224327303,5318.055625,1.7960173226497183,108.26402499999999,20.566225000000003,93.267830375,72.925,10.405,4.535,758.7846249999999,0.562,40.983850000000004,426.43695925000003,426.43695925000003,1933.8916101987502
627,B2 SH,CRAWFORD,3058.0,72.04899999999999,0.55,4.24,10.55,3.187,1,0.65,2,2.9134461099949194,5191.058400999999,1.802242035294467,111.30250000000001,17.977600000000002,76.225024,72.04899999999999,10.55,4.24,760.11695,0.55,39.62695,418.06432250000006,418.06432250000006,1772.5927274000003
628,B2 SH,CRAWFORD,3058.5,71.391,0.535,4.115,11.005,3.128,1,0.6,2,2.906771318701552,5096.674881000001,1.821367201604244,121.11002500000002,16.933225,69.68022087500002,71.391,11.005,4.115,785.6579550000001,0.535,38.194185000000004,420.3270059250001,420.3270059250001,1729.6456293813756
629,B2 SH,CRAWFORD,3059.0,70.751,0.527,4.055,11.765,3.036,1,0.55,2,2.9002347084762197,5005.704001000001,1.852029853222809,138.41522500000002,16.443025,66.67646637499999,70.751,11.765,4.055,832.385515,0.527,37.285777,438.66716640500005,438.66716640500005,1778.795359772275
630,B2 SH,CRAWFORD,3059.5,71.26100000000001,0.5329999999999999,4.235,12.565,3.0069999999999997,1,0.5,2,2.9054471371349533,5078.130121000001,1.8827411863963726,157.879225,17.935225000000003,75.95567787500002,71.26100000000001,12.565,4.235,895.3944650000001,0.5329999999999999,37.982113,477.24524984499993,477.24524984499993,2021.1336330935749
631,B2 SH,CRAWFORD,3060.0,73.11,0.518,4.44,12.8,2.978,1,0.45,2,2.9241132989749694,5345.0721,1.8914832180063517,163.84000000000003,19.713600000000003,87.52838400000002,73.11,12.8,4.44,935.808,0.518,37.87098,484.74854400000004,484.74854400000004,2152.2835353600003
632,B2 SH,CRAWFORD,3060.5,75.425,0.491,3.815,12.085,2.903,1,0.4,2,2.946991136927695,5688.930625,1.8644968916985996,146.04722500000003,14.554224999999999,55.524368374999995,75.425,12.085,3.815,911.511125,0.491,37.033674999999995,447.55196237499996,447.55196237499996,1707.4107364606248
633,B2 SH,CRAWFORD,3061.0,76.828,0.47,3.265,11.525,2.687,1,0.35,1,2.9606010029430823,5902.5415840000005,1.8425116117282927,132.825625,10.660225,34.805634625,76.828,11.525,3.265,885.4427000000001,0.47,36.10916,416.15806900000007,416.15806900000007,1358.7560952850004
634,B2 SH,CRAWFORD,3061.5,75.04,0.45799999999999996,3.16,11.69,2.58,1,0.3,1,2.943223255392476,5631.0016000000005,1.8490711720903963,136.65609999999998,9.985600000000002,31.554496000000004,75.04,11.69,3.16,877.2176000000001,0.45799999999999996,34.36832,401.7656607999999,401.7656607999999,1269.5794881279999
635,B2 SH,CRAWFORD,3062.0,70.288,0.449,3.695,12.535,2.5340000000000003,1,0.25,1,2.8954781799551363,4940.4029439999995,1.8816163778571062,157.126225,13.653025,50.44792737499999,70.288,12.535,3.695,881.06008,0.449,31.559312,395.59597592,395.59597592,1461.7271310244
636,B2 LM,CRAWFORD,3062.5,66.266,0.44299999999999995,4.505,13.995,2.553,1,0.2,2,2.853137415355371,4391.182756000001,1.9341636885232796,195.86002499999998,20.295025,91.429087625,66.266,13.995,4.505,927.3926700000001,0.44299999999999995,29.355838,410.83495280999995,410.83495280999995,1850.8114624090497
637,B2 LM,CRAWFORD,3063.0,60.79,0.441,6.07,16.34,2.679,1,0.15,2,2.792274021833874,3695.4240999999997,2.0105413664686305,266.99559999999997,36.8449,223.64854300000002,60.79,16.34,6.07,993.3086,0.441,26.80839,438.0490926,438.0490926,2658.957992082
638,B2 LM,CRAWFORD,3063.5,54.67,0.444,6.25,16.74,3.35,1,0.1,3,2.719175687270956,2988.8089,2.0227344138803187,280.22759999999994,39.0625,244.140625,54.67,16.74,6.25,915.1758,0.444,24.273480000000003,406.3380552,406.3380552,2539.612845
639,B2 LM,CRAWFORD,3064.0,48.093999999999994,0.445,5.995,16.615,3.865,1,0.05,3,2.6334357364323555,2313.0328359999994,2.018947781503465,276.05822499999994,35.940025,215.46044987500002,48.093999999999994,16.615,5.995,799.0818099999998,0.445,21.401829999999997,355.5914054499999,355.5914054499999,2131.7704756727494
640,B2 LM,CRAWFORD,3064.5,41.062,0.445,3.425,13.955,4.24,2,1.0,8,2.5313956220143963,1686.087844,1.932780165686354,194.742025,11.730624999999998,40.177390624999994,82.124,27.91,6.85,573.02021,0.89,36.545179999999995,509.98798689999995,254.99399344999998,873.3544275662499
641,B2 LM,CRAWFORD,3065.0,39.046,0.455,1.725,12.915,4.507,2,0.9640000000000001,8,2.499735958172093,1524.5901159999999,1.89571742757545,166.79722499999997,2.9756250000000004,5.132953125000001,78.092,25.83,3.45,504.27908999999994,0.91,35.53186,458.8939719,229.44698595,395.79605076375003
642,B2 LM,CRAWFORD,3065.5,38.169000000000004,0.45799999999999996,1.1,12.79,4.354,2,0.929,8,2.485579712268774,1456.8725610000004,1.891113679409446,163.58409999999998,1.2100000000000002,1.3310000000000004,76.33800000000001,25.58,2.2,488.18151,0.9159999999999999,34.962804,447.17426315999995,223.58713157999998,245.945844738
643,B2 LM,CRAWFORD,3066.0,40.493,0.465,0.895,13.365,4.293,2,0.893,8,2.5225802336044203,1639.6830490000002,1.9120191636294293,178.62322500000002,0.801025,0.7169173750000001,80.986,26.73,1.79,541.188945,0.93,37.65849,503.30571885,251.652859425,225.229309185375
644,B2 LM,CRAWFORD,3066.5,43.948,0.45899999999999996,0.68,13.98,4.248,2,0.857,8,2.5747482934199217,1931.426704,1.9336452154332717,195.4404,0.4624000000000001,0.31443200000000004,87.896,27.96,1.36,614.39304,0.9179999999999999,40.344263999999995,564.01281072,282.00640536,191.7643556448
645,B2 LM,CRAWFORD,3067.0,46.49100000000001,0.423,0.57,14.45,4.266,2,0.821,8,2.61121253530635,2161.4130810000006,1.9496962742308461,208.80249999999998,0.32489999999999997,0.18519299999999994,92.98200000000001,28.9,1.14,671.7949500000001,0.846,39.331386,568.3385277,284.16926385,161.9764803945
646,B2 LM,CRAWFORD,3067.5,47.21,0.392,0.565,14.945,4.331,2,0.7859999999999999,8,2.6212503418255864,2228.7841000000003,1.9661831949275586,223.353025,0.3192249999999999,0.18036212499999996,94.42,29.89,1.13,705.55345,0.784,37.012640000000005,553.1539048000001,276.57695240000004,156.265978106
647,B2 LM,CRAWFORD,3068.0,46.788999999999994,0.34600000000000003,0.765,15.325,4.395,2,0.75,8,2.615386880271526,2189.2105209999995,1.9785640819070471,234.85562499999997,0.585225,0.44769712500000003,93.57799999999999,30.65,1.53,717.0414249999999,0.6920000000000001,32.377988,496.1926661,248.09633305,189.79369478325
648,B2 LM,CRAWFORD,3068.5,45.912,0.325,0.985,15.625,4.397,2,0.7140000000000001,8,2.6030442622805148,2107.911744,1.9881768219176266,244.140625,0.970225,0.9556716249999999,91.824,31.25,1.97,717.375,0.65,29.8428,466.29375,233.146875,229.649671875
649,B2 LM,CRAWFORD,3069.0,45.70399999999999,0.304,1.205,15.925,4.383,2,0.679,8,2.600091028446529,2088.8556159999994,1.997652118825243,253.60562500000003,1.4520250000000001,1.7496901250000003,91.40799999999999,31.85,2.41,727.8362,0.608,27.788031999999994,442.5244095999999,221.26220479999995,266.62095678399993
650,B2 LM,CRAWFORD,3069.5,45.527,0.295,1.27,15.89,4.276,2,0.643,8,2.597569990963104,2072.707729,1.996553601984918,252.49210000000002,1.6129,2.0483830000000003,91.054,31.78,2.54,723.42403,0.59,26.86093,426.8201777,213.41008885,271.0308128395
651,B2 LM,CRAWFORD,3070.0,44.887,0.289,1.155,15.315,4.123,2,0.607,8,2.5883925737148865,2014.842769,1.9782412355094359,234.54922499999998,1.334025,1.5407988750000001,89.774,30.63,2.31,687.444405,0.578,25.944685999999997,397.34286609,198.671433045,229.465505166975
652,B2 LM,CRAWFORD,3070.5,44.23,0.29,0.815,14.205,3.95,2,0.5710000000000001,8,2.5788687221080338,1956.2928999999997,1.941378919481859,201.782025,0.664225,0.5413433749999998,88.46,28.41,1.63,628.28715,0.58,25.653399999999998,364.406547,182.2032735,148.49566790249997
653,B2 LM,CRAWFORD,3071.0,44.273999999999994,0.281,0.55,12.84,3.785,2,0.536,7,2.5795098475786244,1960.1870759999995,1.8929592107157998,164.8656,0.30250000000000005,0.16637500000000005,88.54799999999999,25.68,1.1,568.4781599999999,0.562,24.881988,319.48472592,159.74236296,87.85829962800001
654,B2 LM,CRAWFORD,3071.5,45.221000000000004,0.247,0.545,11.605,3.647,2,0.5,7,2.5931941934681975,2044.9388410000004,1.8457007393884755,134.676025,0.29702500000000004,0.16187862500000003,90.44200000000001,23.21,1.09,524.789705,0.494,22.339174,259.24611427,129.623057135,70.64456613857502
655,B2 LM,CRAWFORD,3072.0,46.396,0.16699999999999998,1.685,11.385,3.431,2,0.46399999999999997,7,2.609877569912567,2152.588816,1.8368904604686143,129.618225,2.8392250000000003,4.784094125,92.792,22.77,3.37,528.21846,0.33399999999999996,15.496263999999998,176.42496563999998,88.21248281999999,148.63803355169998
656,B2 LM,CRAWFORD,3072.5,46.888000000000005,0.11800000000000001,2.92,12.76,3.2,2,0.429,7,2.6167692463734675,2198.4845440000004,1.8900037618741266,162.8176,8.526399999999999,24.897087999999997,93.77600000000001,25.52,5.84,598.29088,0.23600000000000002,11.065568000000003,141.19664768000004,70.59832384000002,206.14710561280006
657,B2 LM,CRAWFORD,3073.0,46.475,0.069,4.4,16.76,2.968,2,0.39299999999999996,7,2.61098784238954,2159.9256250000003,2.023338305398221,280.89760000000007,19.360000000000003,85.18400000000003,92.95,33.52,8.8,778.921,0.138,6.413550000000001,107.49109800000002,53.74554900000001,236.48041560000007
658,B2 LM,CRAWFORD,3073.5,46.738,0.042,5.065,20.085,2.815,2,0.35700000000000004,7,2.6146738959879112,2184.440644,2.1169858686489413,403.40722500000004,25.654225000000004,129.93864962500004,93.476,40.17,10.13,938.7327300000001,0.084,3.9259920000000004,78.85354932000001,39.42677466000001,199.69661365290006
659,B2 LM,CRAWFORD,3074.0,47.913999999999994,0.033,4.815,20.915,2.8480000000000003,2,0.321,7,2.6309682499769593,2295.7513959999997,2.138525667583078,437.43722499999996,23.184225000000005,111.63204337500002,95.82799999999999,41.83,9.63,1002.1213099999999,0.066,3.162324,66.14000646,33.07000323,159.23206555245
660,B2 LM,CRAWFORD,3074.5,51.596000000000004,0.04,4.485,20.755,2.99,2,0.28600000000000003,7,2.6801185738709377,2662.1472160000003,2.134423945193306,430.770025,20.115225000000002,90.21678412500002,103.19200000000001,41.51,8.97,1070.87498,0.08,4.127680000000001,85.66999840000001,42.834999200000006,192.11497141200005
661,B2 LM,CRAWFORD,3075.0,62.89,0.102,4.42,17.02,3.4739999999999998,2,0.25,7,2.816082661635261,3955.1521000000002,2.0311401401546014,289.68039999999996,19.5364,86.350888,125.78,34.04,8.84,1070.3878,0.204,12.829559999999999,218.35911119999997,109.17955559999999,482.5736357519999
662,B2 LM,CRAWFORD,3075.5,80.38,0.22,3.955,12.965,4.067,2,0.214,7,2.9942427072428788,6460.944399999999,1.8975495718103825,168.091225,15.642025,61.864208875,160.76,25.93,7.91,1042.1267,0.44,35.3672,458.53574799999996,229.26787399999998,906.7544416699999
663,B2 LM,CRAWFORD,3076.0,105.725,0.34700000000000003,2.42,7.33,4.271,2,0.179,7,3.2065973066720956,11177.775624999998,1.6454170517337472,53.7289,5.8564,14.172488,211.45,14.66,4.84,774.96425,0.6940000000000001,73.37315,537.8251895,268.91259475,650.7684792949999
664,B2 LM,CRAWFORD,3076.5,131.069,0.524,1.655,5.355,3.838,2,0.14300000000000002,8,3.3835686817975423,17179.082760999998,1.5212124417980635,28.676025000000006,2.7390250000000003,4.533086375,262.138,10.71,3.31,701.874495,1.048,137.360312,735.5644707600001,367.78223538000003,608.6795995539001
665,B2 LM,CRAWFORD,3077.0,145.018,0.636,-0.905,7.135,3.2030000000000003,2,0.107,8,3.4702077697044245,21030.220324,1.6343628966170936,50.908224999999995,0.819025,-0.7412176250000001,290.036,14.27,-1.81,1034.70343,1.272,184.462896,1316.14276296,658.07138148,-595.5546002394
666,B2 LM,CRAWFORD,3077.5,131.376,0.726,-1.94,12.26,2.8160000000000003,2,0.071,6,3.385548258269975,17259.653376000002,1.8712103783386622,150.3076,3.7636,-7.301384,262.752,24.52,-3.88,1610.66976,1.452,190.757952,2338.6924915199997,1169.3462457599999,-2268.5317167743997
667,B3 SH,CRAWFORD,3078.0,110.21,0.792,0.27,14.14,2.678,2,0.036000000000000004,3,3.2400763980647693,12146.244099999998,1.939154231976568,199.9396,0.0729,0.019683000000000003,220.42,28.28,0.54,1558.3694,1.584,174.57264,2468.4571296000004,1234.2285648000002,333.24171249600005
668,B3 SH,CRAWFORD,3078.5,89.045,0.826,3.14,13.7,2.773,1,1.0,3,3.071866830754337,7929.012025,1.9238895770455096,187.68999999999997,9.8596,30.959144000000002,89.045,13.7,3.14,1219.9165,0.826,73.55117,1007.6510289999999,1007.6510289999999,3164.0242310599997
669,B3 SH,CRAWFORD,3079.0,73.807,0.8079999999999999,4.795,11.855,3.3710000000000004,1,0.9440000000000001,2,2.9310578373648335,5447.473249000001,1.8555616562478767,140.54102500000002,22.992024999999998,110.246759875,73.807,11.855,4.795,874.981985,0.8079999999999999,59.636055999999996,706.9854438799999,706.9854438799999,3389.9952034045996
670,B3 SH,CRAWFORD,3079.5,73.158,0.7809999999999999,4.755,10.905,3.4930000000000003,1,0.889,2,2.924593133795677,5352.092964,1.8172154371982627,118.91902499999999,22.610025,107.510668875,73.158,10.905,4.755,797.7879899999999,0.7809999999999999,57.13639799999999,623.0724201899999,623.0724201899999,2962.7093580034493
671,B3 SH,CRAWFORD,3080.0,73.195,0.763,3.975,10.205,3.432,1,0.833,2,2.9249628453416494,5357.508024999999,1.7873238567737681,104.142025,15.800625,62.807484375,73.195,10.205,3.975,746.954975,0.763,55.847784999999995,569.926645925,569.926645925,2265.458417551875
672,B3 SH,CRAWFORD,3080.5,72.325,0.748,3.68,10.0,3.387,1,0.778,2,2.9162322644772503,5230.905625,1.7782794100389228,100.0,13.5424,49.836032,72.325,10.0,3.68,723.25,0.748,54.0991,540.991,540.991,1990.84688
673,B3 SH,CRAWFORD,3081.0,71.221,0.742,3.33,9.69,3.3739999999999997,1,0.722,2,2.9050393321762624,5072.430841,1.7643345723684825,93.89609999999999,11.0889,36.926037,71.221,9.69,3.33,690.13149,0.742,52.845982,512.0775655799999,512.0775655799999,1705.2182933814
674,B3 SH,CRAWFORD,3081.5,70.563,0.742,2.76,9.25,3.3289999999999997,1,0.667,2,2.8983061552449096,4979.136969,1.7439556373798932,85.5625,7.617599999999999,21.024575999999996,70.563,9.25,2.76,652.70775,0.742,52.357746,484.3091505,484.3091505,1336.6932553799998
675,B3 SH,CRAWFORD,3082.0,71.51899999999999,0.733,1.75,10.04,3.145,1,0.611,2,2.9080733624804744,5114.967360999999,1.7800550282367598,100.80159999999998,3.0625,5.359375,71.51899999999999,10.04,1.75,718.0507599999999,0.733,52.42342699999999,526.3312070799999,526.3312070799999,921.0796123899999
676,B3 SH,CRAWFORD,3082.5,74.062,0.722,2.32,12.64,2.945,1,0.556,2,2.9335862334922993,5485.179843999999,1.8855444218915225,159.76960000000003,5.3824,12.487167999999997,74.062,12.64,2.32,936.14368,0.722,53.472764,675.89573696,675.89573696,1568.0781097472
677,B3 SH,CRAWFORD,3083.0,77.061,0.71,2.765,15.055,2.7760000000000002,1,0.5,2,2.962843144153635,5938.397721000001,1.9697911866025908,226.65302499999999,7.645225000000001,21.139047125,77.061,15.055,2.765,1160.1533550000001,0.71,54.71331,823.7088820499999,823.7088820499999,2277.55505886825
678,B3 SH,CRAWFORD,3083.5,78.693,0.695,3.04,15.66,2.793,1,0.444,2,2.978406874006115,6192.588248999999,1.9892892669196895,245.2356,9.2416,28.094464000000002,78.693,15.66,3.04,1232.33238,0.695,54.691635,856.4710041,856.4710041,2603.671852464
679,B3 SH,CRAWFORD,3084.0,79.192,0.6829999999999999,2.505,14.075,2.951,1,0.389,2,2.983117280059415,6271.372863999999,1.9369218612171255,198.10562499999997,6.275024999999999,15.718937624999999,79.192,14.075,2.505,1114.6273999999999,0.6829999999999999,54.08813599999999,761.2905141999998,761.2905141999998,1907.0327380709996
680,B3 SH,CRAWFORD,3084.5,79.192,0.6829999999999999,2.505,14.075,2.951,1,0.389,2,2.983117280059415,6271.372863999999,1.9369218612171255,198.10562499999997,6.275024999999999,15.718937624999999,79.192,14.075,2.505,1114.6273999999999,0.6829999999999999,54.08813599999999,761.2905141999998,761.2905141999998,1907.0327380709996
681,B3 SH,CRAWFORD,3085.0,78.999,0.662,2.395,12.335,2.984,1,0.33299999999999996,2,2.981298066739138,6240.842000999999,1.8740655980427123,152.15222500000002,5.736025,13.737779875000001,78.999,12.335,2.395,974.452665,0.662,52.297337999999996,645.08766423,645.08766423,1544.98495583085
682,B3 SH,CRAWFORD,3085.5,78.11399999999999,0.64,2.395,11.095,2.909,1,0.278,2,2.9729131317546966,6101.796995999998,1.8250796667513705,123.09902500000001,5.736025,13.737779875000001,78.11399999999999,11.095,2.395,866.6748299999999,0.64,49.99296,554.6718912,554.6718912,1328.439179424
683,B3 SH,CRAWFORD,3086.0,77.24600000000001,0.625,2.705,12.075,2.708,1,0.222,2,2.9646197666190086,5966.944516000001,1.8641110671788874,145.805625,7.317025,19.792552625000003,77.24600000000001,12.075,2.705,932.74545,0.625,48.27875,582.96590625,582.96590625,1576.92277640625
684,B3 SH,CRAWFORD,3086.5,76.369,0.62,2.305,15.615,2.6010000000000004,1,0.16699999999999998,2,2.956169119314968,5832.224161,1.987858637251615,243.828225,5.3130250000000006,12.246522625000003,76.369,15.615,2.305,1192.501935,0.62,47.34878,739.3511996999999,739.3511996999999,1704.2045153085
685,B3 SH,CRAWFORD,3087.0,72.301,0.633,0.98,21.27,2.759,1,0.111,3,2.915990307044076,5227.434601,2.1475430200673706,452.4129,0.9603999999999999,0.9411919999999999,72.301,21.27,0.98,1537.84227,0.633,45.766533,973.45415691,973.45415691,953.9850737718
686,B3 SH,CRAWFORD,3087.5,61.107,0.667,-1.74,21.21,3.8489999999999998,1,0.055999999999999994,3,2.795907124303863,3734.0654489999997,2.146026928038831,449.86410000000006,3.0276,-5.268024,61.107,21.21,-1.74,1296.0794700000001,0.667,40.758369,864.48500649,864.48500649,-1504.2039112926
687,B3 LM,CRAWFORD,3088.0,41.148999999999994,0.68,-2.295,18.875,4.854,2,1.0,8,2.5327354048704858,1693.2402009999994,2.084355247851405,356.265625,5.267024999999999,-12.087822374999998,82.29799999999999,37.75,-4.59,776.6873749999999,1.36,55.96263999999999,1056.2948299999998,528.1474149999999,-1212.0983174249998
688,B3 LM,CRAWFORD,3088.5,28.419,0.6859999999999999,-0.92,14.54,5.0360000000000005,2,0.938,8,2.3088844455646753,807.6395610000001,1.9527250684588253,211.41159999999996,0.8464,-0.778688,56.838,29.08,-1.84,413.21225999999996,1.3719999999999999,38.990868,566.9272207199999,283.46361035999996,-260.7865215312
689,B3 LM,CRAWFORD,3089.0,22.526999999999997,0.687,0.36,10.24,5.044,2,0.875,8,2.1785916751065715,507.4657289999999,1.7888543819998317,104.8576,0.1296,0.046655999999999996,45.053999999999995,20.48,0.72,230.67647999999997,1.374,30.952098,316.94948352,158.47474176,57.0509070336
690,B3 LM,CRAWFORD,3089.5,18.459,0.684,2.27,8.16,4.931,2,0.813,8,2.0727744297670387,340.73468099999997,1.690139453245542,66.5856,5.1529,11.697083000000001,36.918,16.32,4.54,150.62544,1.368,25.251912,206.05560192000002,103.02780096000001,233.87310817920002
691,B3 LM,CRAWFORD,3090.0,17.345,0.679,2.67,8.23,4.547,2,0.75,8,2.0407677194114373,300.849025,1.6937525372840658,67.7329,7.1289,19.034163,34.69,16.46,5.34,142.74935,1.358,23.55451,193.85361730000002,96.92680865000001,258.7945790955
692,B3 LM,CRAWFORD,3090.5,17.617,0.6759999999999999,2.855,8.725,4.328,2,0.688,8,2.048721799478852,310.358689,1.7186654990277734,76.125625,8.151025,23.271176375,35.234,17.45,5.71,153.708325,1.3519999999999999,23.818184,207.8136554,103.9068277,296.6539930835
693,B3 LM,CRAWFORD,3091.0,19.292,0.664,2.695,9.465,4.2989999999999995,2,0.625,8,2.095773348914036,372.18126400000006,1.7540022840871765,89.586225,7.263024999999999,19.573852374999998,38.584,18.93,5.39,182.59878,1.328,25.619776000000005,242.49117984000006,121.24558992000003,326.75686483440006
694,B3 LM,CRAWFORD,3091.5,21.572,0.655,2.535,9.705,4.301,2,0.563,8,2.155125685017079,465.351184,1.7650169683855854,94.187025,6.4262250000000005,16.290480375,43.144,19.41,5.07,209.35626,1.31,28.25932,274.2567006,137.1283503,347.6203680105
695,B3 LM,CRAWFORD,3092.0,22.975,0.653,1.95,9.21,4.319,2,0.5,8,2.189343368337353,527.850625,1.7420672148624758,84.82410000000002,3.8024999999999998,7.414874999999999,45.95,18.42,3.9,211.59975000000003,1.306,30.005350000000004,276.34927350000004,138.17463675000002,269.44054166250004
696,B3 LM,CRAWFORD,3092.5,23.921999999999997,0.65,1.34,8.59,4.305,2,0.43799999999999994,8,2.2115632853676743,572.2620839999998,1.7119784396862505,73.7881,1.7956000000000003,2.4061040000000005,47.843999999999994,17.18,2.68,205.48997999999997,1.3,31.098599999999998,267.13697399999995,133.56848699999998,178.98177257999998
697,B3 LM,CRAWFORD,3093.0,24.869,0.657,0.63,7.42,4.291,2,0.375,8,2.233132954817153,618.467161,1.6504446959456858,55.0564,0.39690000000000003,0.250047,49.738,14.84,1.26,184.52797999999999,1.314,32.677866,242.46976572,121.23488286,76.3779762018
698,B3 LM,CRAWFORD,3093.5,27.64,0.669,0.42,6.02,4.216,2,0.313,8,2.292896807804042,763.9696,1.566387190089685,36.240399999999994,0.17639999999999997,0.07408799999999999,55.28,12.04,0.84,166.3928,1.338,36.98232,222.6335664,111.3167832,46.753048944
699,B3 LM,CRAWFORD,3094.0,34.058,0.67,0.44,4.4,4.109,2,0.25,8,2.415765558697212,1159.9473639999999,1.4483154685151653,19.360000000000003,0.1936,0.085184,68.116,8.8,0.88,149.85520000000002,1.34,45.63772,200.80596800000004,100.40298400000002,44.17731296000001
700,B3 LM,CRAWFORD,3094.5,41.489,0.652,1.11,4.03,3.815,2,0.188,8,2.5379510517742374,1721.3371209999998,1.4168577874961457,16.240900000000003,1.2321000000000002,1.3676310000000003,82.978,8.06,2.22,167.20067,1.304,54.101656,218.02967368,109.01483684,121.00646889240001
701,B3 LM,CRAWFORD,3095.0,51.235,0.631,1.73,5.19,3.444,2,0.125,6,2.675418249456768,2625.025225,1.5093565350767537,26.936100000000003,2.9929,5.1777169999999995,102.47,10.38,3.46,265.90965,1.262,64.65857,335.5779783,167.78898915,290.2749512295
702,B4 SH,CRAWFORD,3095.5,55.601000000000006,0.61,2.42,7.82,3.1460000000000004,2,0.063,4,2.73067900124566,3091.4712010000007,1.6722518622569724,61.15240000000001,5.8564,14.172488,111.20200000000001,15.64,4.84,434.79982000000007,1.22,67.83322000000001,530.4557804000001,265.22789020000005,641.8514942840001
703,B4 SH,CRAWFORD,3096.0,59.512,0.601,3.715,10.375,2.935,1,1.0,2,2.7774812538564366,3541.678144,1.7947213381696006,107.640625,13.801224999999999,51.271550874999996,59.512,10.375,3.715,617.437,0.601,35.766712,371.079637,371.079637,1378.560851455
704,B4 SH,CRAWFORD,3096.5,62.055,0.598,4.13,12.01,2.844,1,0.95,2,2.806688369466858,3850.823025,1.861597349115187,144.24009999999998,17.0569,70.444997,62.055,12.01,4.13,745.28055,0.598,37.108889999999995,445.67776889999993,445.67776889999993,1840.6491855569998
705,B4 SH,CRAWFORD,3097.0,64.37,0.5920000000000001,3.83,12.15,2.7680000000000002,1,0.9,2,2.8325062530228746,4143.496900000001,1.866998931865435,147.6225,14.6689,56.181887,64.37,12.15,3.83,782.0955000000001,0.5920000000000001,38.107040000000005,463.00053600000007,463.00053600000007,1773.2920528800003
706,B4 SH,CRAWFORD,3097.5,65.773,0.5870000000000001,3.32,11.31,2.708,1,0.85,2,2.847815915199437,4326.087528999999,1.8338577764265274,127.91610000000001,11.0224,36.594367999999996,65.773,11.31,3.32,743.8926299999999,0.5870000000000001,38.608751000000005,436.66497381000005,436.66497381000005,1449.7277130492
707,B4 SH,CRAWFORD,3098.0,66.036,0.593,2.635,9.895,2.6630000000000003,1,0.8,2,2.8506584764615877,4360.753296,1.7735929330049682,97.911025,6.943224999999999,18.295397874999995,66.036,9.895,2.635,653.42622,0.593,39.159348,387.48174846,387.48174846,1021.0144071921
708,B4 SH,CRAWFORD,3098.5,64.712,0.597,2.65,9.32,2.616,1,0.75,2,2.836261080731357,4187.642944,1.7472456909360943,86.86240000000001,7.0225,18.609624999999998,64.712,9.32,2.65,603.11584,0.597,38.633064,360.06015648,360.06015648,954.1594146719999
709,B4 SH,CRAWFORD,3099.0,64.039,0.6,2.545,8.775,2.603,1,0.7,2,2.828857919510135,4100.993521,1.7211224967211731,77.000625,6.477024999999999,16.484028624999997,64.039,8.775,2.545,561.942225,0.6,38.4234,337.165335,337.165335,858.0857775750001
710,B4 SH,CRAWFORD,3099.5,64.332,0.61,2.57,8.69,2.589,1,0.65,2,2.8320881270568696,4138.606223999999,1.716939310108757,75.5161,6.604899999999999,16.974592999999995,64.332,8.69,2.57,559.0450799999999,0.61,39.24251999999999,341.0174987999999,341.0174987999999,876.4149719159997
711,B4 SH,CRAWFORD,3100.0,68.247,0.601,2.545,9.105,2.531,1,0.6,2,2.8742258524120983,4657.653009,1.7370806699525851,82.901025,6.477024999999999,16.484028624999997,68.247,9.105,2.545,621.3889350000001,0.601,41.016447,373.454749935,373.454749935,950.4423385845749
