Facies,GR,ILD_log10,DeltaPHI,PHIND,PE,RELPOS,Label_Form_SH_LM
3,94.0,0.502,5.627999999999999,16.54,3.625,0.632,1
2,91.18799999999999,0.526,6.157,16.840999999999998,3.656,0.605,1
2,89.93799999999999,0.545,6.614,16.725,3.83,0.579,1
3,86.5,0.562,7.712999999999999,17.14,3.617,0.5529999999999999,1
3,77.938,0.5760000000000001,7.04,15.665,3.609,0.526,1
2,76.813,0.5820000000000001,6.162000000000001,14.443,3.682,0.5,1
2,77.688,0.585,4.795,13.075999999999999,3.8360000000000003,0.474,1
2,77.563,0.593,4.761,13.159,4.262,0.447,1
2,78.563,0.595,4.461,12.97,4.102,0.42100000000000004,1
2,76.0,0.593,4.4110000000000005,13.265,3.957,0.395,1
2,80.688,0.591,4.974,12.799000000000001,3.75,0.368,1
2,82.125,0.585,6.129,13.158,3.8710000000000004,0.342,1
2,84.5,0.57,6.155,13.523,3.9730000000000003,0.316,1
2,86.68799999999999,0.557,5.999,13.484000000000002,3.674,0.289,1
2,87.25,0.546,5.8839999999999995,13.597999999999999,3.596,0.263,1
2,87.375,0.531,6.392,13.187999999999999,3.467,0.237,1
2,87.0,0.518,5.941,13.883,3.676,0.21100000000000002,1
2,97.375,0.519,7.357,15.299000000000001,3.641,0.184,1
2,100.56299999999999,0.515,6.8420000000000005,17.865,3.365,0.158,1
2,102.625,0.516,6.555,18.152,3.242,0.132,1
2,93.75,0.53,3.7880000000000003,17.209,3.176,0.105,1
3,94.93799999999999,0.562,6.042999999999999,16.955,3.318,0.079,1
8,81.125,0.597,5.83,19.023,3.1310000000000002,0.053,2
8,58.188,0.643,6.517,15.26,3.3339999999999996,0.026000000000000002,2
8,32.969,0.69,2.971,11.14,3.5180000000000002,1.0,2
8,20.969,0.7340000000000001,2.5780000000000003,6.747999999999999,4.121,0.991,2
8,14.460999999999999,0.782,1.403,6.947,4.0,0.982,2
8,13.609000000000002,0.8590000000000001,0.948,7.059,4.305,0.973,2
8,13.25,0.9079999999999999,-0.063,7.534,4.555,0.9640000000000001,2
8,19.219,0.909,0.336,7.476,4.731,0.955,2
8,19.641,0.888,0.8420000000000001,7.41,3.815,0.946,2
5,24.266,0.862,1.4369999999999998,6.864,3.117,0.938,2
5,26.141,0.818,1.16,7.727,2.75,0.929,2
5,29.594,0.773,2.3480000000000003,8.687000000000001,2.957,0.92,2
5,32.938,0.7340000000000001,3.005,10.374,3.0780000000000003,0.9109999999999999,2
5,36.844,0.6970000000000001,3.034,12.005,3.283,0.902,2
5,44.188,0.667,2.897,12.435,3.1719999999999997,0.893,2
5,50.625,0.6609999999999999,3.8489999999999998,12.703,3.031,0.884,2
4,57.0,0.672,5.3389999999999995,12.825,2.932,0.875,2
4,57.468999999999994,0.69,5.763999999999999,13.132,2.943,0.866,2
4,48.531000000000006,0.7090000000000001,5.242999999999999,12.384,3.182,0.857,2
5,40.469,0.728,3.199,10.228,3.137,0.848,2
6,32.813,0.752,1.314,8.11,3.3560000000000003,0.8390000000000001,2
5,38.563,0.79,0.809,6.809,3.557,0.83,2
5,46.906000000000006,0.8440000000000001,1.9240000000000002,7.696000000000001,3.4810000000000003,0.821,2
5,54.593999999999994,0.8959999999999999,2.275,8.613999999999999,3.3539999999999996,0.813,2
5,51.218999999999994,0.9309999999999999,1.239,8.38,3.443,0.804,2
5,40.688,0.94,-0.242,6.443,3.8710000000000004,0.795,2
5,34.406,0.9390000000000001,-0.591,5.181,4.105,0.7859999999999999,2
5,31.296999999999997,0.95,-0.182,4.333,4.109,0.777,2
5,36.469,0.9670000000000001,0.16899999999999998,4.567,4.125,0.768,2
5,38.906,0.972,0.217,4.959,4.098,0.759,2
5,41.906000000000006,0.9690000000000001,0.11699999999999999,5.888999999999999,3.783,0.75,2
5,38.719,0.9570000000000001,0.069,6.181,3.594,0.741,2
5,38.125,0.938,0.28800000000000003,6.744,3.57,0.732,2
5,41.968999999999994,0.915,0.516,6.516,3.65,0.723,2
5,45.031000000000006,0.89,1.186,6.04,3.955,0.7140000000000001,2
5,47.125,0.8640000000000001,2.279,5.191,4.242,0.705,2
5,57.75,0.838,1.9480000000000002,7.0360000000000005,4.402,0.696,2
4,68.375,0.82,2.926,9.037,4.383,0.688,2
6,77.313,0.8140000000000001,3.614,10.644,4.172,0.679,2
6,66.313,0.815,4.063,10.975999999999999,4.207,0.67,2
8,61.406000000000006,0.8109999999999999,3.1860000000000004,9.753,4.066,0.6609999999999999,2
8,62.438,0.8079999999999999,2.053,8.738,4.172,0.652,2
8,80.875,0.8059999999999999,1.712,7.712000000000001,3.951,0.643,2
8,96.5,0.8170000000000001,1.956,7.272,3.963,0.634,2
8,120.18799999999999,0.8390000000000001,2.635,7.0329999999999995,3.877,0.625,2
8,165.625,0.868,3.205,7.147,4.148,0.616,2
4,219.375,0.89,3.5039999999999996,8.019,4.023,0.607,2
4,247.5,0.909,3.195,8.622,3.885,0.598,2
4,216.75,0.92,2.845,8.728,3.818,0.589,2
4,166.625,0.927,2.713,8.029,4.027,0.58,2
4,119.06299999999999,0.9329999999999999,2.6889999999999996,8.005,4.422,0.5710000000000001,2
4,96.56299999999999,0.9390000000000001,2.528,7.726,4.468999999999999,0.563,2
4,78.188,0.9390000000000001,2.023,8.134,4.371,0.5539999999999999,2
4,78.188,0.938,2.249,8.249,4.062,0.545,2
4,70.75,0.9359999999999999,2.249,8.249,4.062,0.536,2
4,61.5,0.932,2.12,8.231,4.137,0.527,2
4,56.813,0.9259999999999999,1.909,8.248,4.105,0.518,2
4,52.281000000000006,0.9209999999999999,1.109,8.022,3.965,0.509,2
4,48.438,0.9129999999999999,1.534,8.329,3.674,0.5,2
9,32.78,0.723,1.2,13.11,5.1,0.18600000000000003,2
9,23.5,0.711,0.3,12.3,5.2,0.17600000000000002,2
9,28.33,0.706,0.5,11.79,5.3,0.16699999999999998,2
9,31.12,0.7040000000000001,1.7,11.325,5.3,0.157,2
9,28.68,0.7090000000000001,1.9,11.165,5.4,0.147,2
9,31.67,0.721,1.6,10.535,5.4,0.13699999999999998,2
9,39.75,0.733,0.9,10.04,5.5,0.127,2
9,36.56,0.747,2.0,8.545,5.3,0.11800000000000001,2
9,36.56,0.747,2.0,8.545,5.3,0.11800000000000001,2
9,37.21,0.764,2.7,7.73,5.6,0.10800000000000001,2
9,35.8,0.777,2.5,8.195,5.7,0.098,2
9,36.56,0.784,1.4,10.29,5.8,0.08800000000000001,2
9,64.21,0.47100000000000003,10.2,10.935,-99999.0,0.256,1
9,63.82,0.467,11.2,10.655,-99999.0,0.231,1
9,64.74,0.45799999999999996,15.1,12.705,-99999.0,0.205,1
9,32.58,0.29,10.3,14.52,-99999.0,1.0,2
9,25.14,0.294,7.1,12.48,-99999.0,0.985,2
9,36.084,0.882,1.6,8.2,4.125,0.645,2
9,29.344,0.897,0.1,7.25,4.23,0.632,2
9,19.462,0.598,3.4,6.8,6.321000000000001,0.556,2
9,19.552,0.581,3.1,6.95,6.16,0.519,2
9,20.653000000000002,0.529,0.9,8.65,5.865,0.48100000000000004,2
9,23.371,0.45,-1.0,11.3,5.315,0.444,2
9,20.498,1.505,1.321,6.4785,-99999.0,0.583,2
9,19.037,1.4509999999999998,2.056,7.122000000000001,-99999.0,0.5710000000000001,2
9,19.16,1.162,2.5860000000000003,7.607,-99999.0,0.56,2
9,20.461,1.031,2.503,8.6935,-99999.0,0.5479999999999999,2
9,23.425,0.7909999999999999,4.0169999999999995,9.9725,-99999.0,0.536,2
9,31.561999999999998,0.759,5.805,9.5265,-99999.0,0.524,2
9,43.298,0.759,6.603,8.8445,-99999.0,0.512,2
9,31.453000000000003,0.899,0.99,12.242,4.52,0.833,2
9,37.844,0.895,1.105,12.128,4.727,0.8,2
9,43.313,0.898,0.9159999999999999,12.512,4.687,0.767,2
9,41.906000000000006,0.8909999999999999,0.7929999999999999,13.074000000000002,4.593999999999999,0.733,2
9,35.063,0.878,0.49200000000000005,13.229000000000001,4.867,0.7,2
9,32.531,0.867,-0.022000000000000002,12.376,4.93,0.667,2
9,30.906,0.85,-1.111,11.17,5.352,0.633,2
9,32.188,0.821,-1.42,9.721,4.961,0.6,2
9,34.281,0.778,-1.263,9.076,5.012,0.5670000000000001,2
9,40.844,0.7240000000000001,-0.57,8.283999999999999,4.652,0.5329999999999999,2
9,52.281000000000006,0.486,3.68,17.218,7.652,0.75,2
9,48.125,0.479,4.463,18.34,7.598,0.733,2
9,49.406000000000006,0.462,4.29,18.512,6.941,0.7170000000000001,2
9,42.688,0.429,3.075,19.239,5.539,0.7,2
9,41.438,0.387,1.8459999999999999,19.15,5.027,0.6829999999999999,2
9,37.219,0.348,0.672,19.006,5.144,0.667,2
9,38.656,0.314,0.292,17.824,5.632999999999999,0.65,2
9,43.0,0.28300000000000003,0.828,17.336,6.231,0.633,2
9,42.531000000000006,0.257,1.594,17.302,5.898,0.617,2
9,41.188,0.23399999999999999,1.921,17.512,5.754,0.6,2
9,38.25,0.21100000000000002,1.4980000000000002,16.861,5.609,0.583,2
9,39.219,0.184,1.629,15.850999999999999,6.711,0.5670000000000001,2
9,40.938,0.16699999999999998,2.7060000000000004,15.214,8.094,0.55,2
9,38.0,0.158,3.576,15.857000000000001,6.902,0.5329999999999999,2
9,37.938,0.14800000000000002,3.3080000000000003,16.273,6.742000000000001,0.517,2
9,35.156,0.133,3.2239999999999998,16.99,6.18,0.5,2
9,36.094,0.11800000000000001,2.679,17.585,6.422000000000001,0.483,2
9,37.063,0.106,2.082,19.158,5.484,0.467,2
9,41.0,0.1,1.348,19.453,5.398,0.45,2
9,42.031000000000006,0.106,1.723,18.688,5.297000000000001,0.433,2
9,43.343999999999994,0.12300000000000001,2.001,18.165,5.426,0.41700000000000004,2
9,40.906,0.151,1.666,17.719,4.93,0.4,2
9,40.531,0.184,1.033,17.424,4.894,0.38299999999999995,2
9,39.5,0.22699999999999998,0.945,16.535999999999998,5.047,0.36700000000000005,2
9,42.281000000000006,0.29,0.659,16.137999999999998,5.391,0.35,2
9,46.063,0.366,0.74,15.764000000000001,5.652,0.33299999999999996,2
9,47.063,0.446,0.122,15.600999999999999,5.507999999999999,0.317,2
9,45.718999999999994,0.516,0.39799999999999996,16.105999999999998,5.352,0.3,2
9,42.406000000000006,0.585,1.393,16.527,4.926,0.28300000000000003,2
9,41.593999999999994,0.643,2.044,16.266,4.875,0.267,2
9,44.531000000000006,0.68,1.426,15.42,5.031000000000001,0.25,2
9,49.25,0.7070000000000001,0.18100000000000002,13.491,6.062,0.233,2
9,59.593999999999994,0.735,-0.061,11.536,6.227,0.217,2
9,74.0,0.768,0.243,9.67,5.672000000000001,0.2,2
9,127.5,0.802,1.28,8.876,4.406000000000001,0.183,2
9,185.25,0.83,3.48,7.995,3.912,0.16699999999999998,2
9,222.5,0.852,4.614,6.959,3.557,0.15,2
9,74.0,0.768,0.243,9.67,5.672000000000001,0.2,2
9,18.297,1.294,0.22699999999999998,2.8,4.66,0.9520000000000001,2
9,26.609,1.273,1.905,3.905,4.656000000000001,0.9440000000000001,2
3,76.34,0.7190000000000001,7.8,11.0,3.7,1.0,1
3,83.74,0.688,9.7,12.55,3.4,0.977,1
3,83.19,0.664,10.1,11.95,3.4,0.953,1
3,80.44,0.648,10.1,11.15,3.4,0.93,1
3,75.42,0.648,9.3,11.45,3.3,0.907,1
3,71.5,0.6629999999999999,9.2,11.6,3.3,0.884,1
3,69.63,0.685,8.7,11.35,3.3,0.86,1
3,70.01,0.705,8.6,11.1,3.4,0.8370000000000001,1
3,67.56,0.7170000000000001,8.6,10.8,3.4,0.8140000000000001,1
3,67.33,0.7190000000000001,7.3,10.75,3.4,0.7909999999999999,1
3,64.77,0.718,6.3,10.45,3.3,0.767,1
3,64.8,0.715,5.7,10.05,3.4,0.7440000000000001,1
2,66.25,0.716,4.9,10.45,3.5,0.721,1
2,66.55,0.7190000000000001,6.4,10.4,3.5,0.698,1
2,66.13,0.723,7.9,9.85,3.5,0.674,1
2,65.54,0.723,8.1,8.65,3.5,0.6509999999999999,1
2,63.07,0.721,5.5,7.75,3.5,0.628,1
2,59.71,0.72,3.7,7.05,3.4,0.605,1
2,57.86,0.721,2.2,7.1,3.3,0.581,1
2,54.8,0.723,1.0,7.4,3.3,0.5579999999999999,1
2,51.8,0.722,0.6,7.5,3.3,0.535,1
2,52.62,0.7170000000000001,1.3,7.45,3.3,0.512,1
2,53.66,0.706,1.5,7.85,3.4,0.488,1
2,55.79,0.688,2.1,8.25,3.3,0.465,1
2,58.54,0.6659999999999999,2.1,8.85,3.2,0.442,1
2,60.95,0.639,2.1,9.65,3.3,0.419,1
2,66.56,0.613,3.7,10.65,3.3,0.395,1
2,70.88,0.589,5.6,11.4,3.2,0.37200000000000005,1
2,71.57,0.5710000000000001,6.3,12.45,3.1,0.349,1
3,72.53,0.555,6.3,13.45,3.2,0.326,1
3,67.99,0.542,6.1,14.35,3.1,0.302,1
2,60.31,0.525,5.0,14.1,3.2,0.27899999999999997,1
2,55.52,0.504,6.3,11.55,3.2,0.256,1
2,56.07,0.486,5.0,11.0,3.2,0.233,1
2,62.67,0.473,-2.6,15.8,3.2,0.209,1
2,66.9,0.47100000000000003,-2.2,21.4,3.2,0.18600000000000003,1
2,68.54,0.47700000000000004,3.1,24.25,3.2,0.163,1
2,68.7,0.483,3.3,22.85,3.2,0.14,1
5,63.2,0.489,9.5,17.25,3.4,0.11599999999999999,1
5,60.33,0.493,11.6,15.6,3.7,0.09300000000000001,1
5,58.16,0.491,12.7,14.35,3.8,0.07,1
5,52.61,0.48100000000000004,9.9,11.45,3.9,0.047,1
3,45.72,0.46399999999999997,5.2,8.8,3.9,0.023,1
6,35.92,0.441,4.5,7.95,4.0,1.0,2
6,26.62,0.42200000000000004,3.6,10.7,4.3,0.988,2
7,24.14,0.39799999999999996,5.9,12.55,4.0,0.976,2
7,24.36,0.375,6.5,12.95,3.9,0.963,2
7,23.28,0.35,6.5,11.85,4.1,0.951,2
7,25.7,0.33399999999999996,7.7,10.95,4.1,0.9390000000000001,2
7,28.2,0.336,8.2,11.2,3.7,0.927,2
7,28.35,0.35200000000000004,8.8,12.1,3.7,0.915,2
7,31.71,0.377,9.0,12.8,3.6,0.902,2
7,35.52,0.405,9.1,12.75,3.3,0.89,2
7,39.11,0.431,9.3,12.55,3.2,0.878,2
5,44.57,0.45799999999999996,10.4,12.4,3.2,0.866,2
5,54.42,0.49,11.1,12.35,3.1,0.8540000000000001,2
5,61.72,0.53,10.9,13.15,3.1,0.841,2
5,66.81,0.5770000000000001,11.9,13.55,3.1,0.8290000000000001,2
4,74.17,0.628,11.8,13.5,3.2,0.8170000000000001,2
4,82.18,0.679,9.2,12.5,3.5,0.805,2
4,85.67,0.725,5.8,9.4,3.6,0.7929999999999999,2
4,87.06,0.7609999999999999,1.6,6.3,3.8,0.78,2
4,84.2,0.792,-1.2,4.6,3.8,0.768,2
8,83.45,0.823,-1.9,4.35,3.9,0.7559999999999999,2
8,90.42,0.86,-1.3,5.75,3.9,0.7440000000000001,2
6,100.83,0.898,1.7,7.65,3.8,0.732,2
4,108.34,0.93,4.9,9.65,3.9,0.72,2
4,107.75,0.946,6.5,9.85,3.9,0.7070000000000001,2
4,92.63,0.945,5.3,8.55,3.8,0.695,2
4,70.46,0.935,1.9,6.25,3.7,0.6829999999999999,2
8,55.67,0.924,-0.5,4.65,3.7,0.6709999999999999,2
8,49.35,0.919,-1.2,4.1,3.6,0.659,2
8,46.82,0.9179999999999999,-1.0,4.8,3.6,0.6459999999999999,2
8,48.11,0.91,-0.1,6.65,3.8,0.634,2
5,51.66,0.8859999999999999,1.5,8.65,3.7,0.622,2
5,49.73,0.847,3.2,10.1,3.6,0.61,2
5,51.46,0.8009999999999999,4.1,11.25,3.6,0.598,2
4,54.67,0.757,5.0,12.1,3.6,0.585,2
4,56.96,0.721,5.2,12.4,3.6,0.573,2
4,58.67,0.693,6.2,12.7,3.6,0.561,2
4,61.19,0.675,6.6,12.9,3.6,0.5489999999999999,2
4,60.77,0.6659999999999999,6.7,13.25,3.7,0.537,2
4,60.99,0.6609999999999999,6.2,13.5,3.7,0.524,2
4,63.65,0.6579999999999999,6.1,13.75,3.6,0.512,2
4,66.98,0.654,6.0,13.8,3.5,0.5,2
4,68.44,0.6459999999999999,5.5,14.35,3.5,0.488,2
4,71.39,0.638,5.0,14.8,3.4,0.47600000000000003,2
4,73.08,0.63,5.2,14.5,3.3,0.46299999999999997,2
4,71.86,0.624,4.9,14.75,3.3,0.451,2
4,71.83,0.623,5.2,14.9,3.3,0.439,2
4,70.27,0.624,5.8,15.1,3.3,0.42700000000000005,2
4,69.65,0.626,6.2,14.8,3.4,0.415,2
4,66.78,0.631,5.7,14.15,3.5,0.402,2
4,64.06,0.638,5.9,12.95,3.5,0.39,2
4,60.24,0.6509999999999999,5.1,11.65,3.5,0.37799999999999995,2
4,58.25,0.667,4.2,11.4,3.4,0.366,2
6,56.79,0.687,3.5,10.95,3.4,0.354,2
6,58.0,0.703,1.8,10.5,3.3,0.341,2
6,60.75,0.71,0.8,10.6,3.3,0.32899999999999996,2
4,64.48,0.7070000000000001,2.5,10.45,3.4,0.317,2
4,65.37,0.693,4.1,10.25,3.5,0.305,2
4,65.84,0.672,3.2,10.8,3.4,0.293,2
4,67.38,0.65,2.7,11.45,3.3,0.28,2
4,67.07,0.626,3.0,12.0,3.2,0.268,2
4,65.28,0.603,3.6,12.8,3.0,0.256,2
4,65.26,0.58,3.3,13.75,2.9,0.244,2
4,63.4,0.5589999999999999,3.1,13.85,2.9,0.23199999999999998,2
4,64.1,0.544,3.0,13.9,2.8,0.22,2
4,66.77,0.542,2.7,14.45,2.8,0.207,2
4,69.72,0.5539999999999999,3.2,14.8,2.9,0.195,2
4,71.0,0.58,4.4,15.2,3.1,0.183,2
4,69.77,0.617,5.9,14.65,3.3,0.171,2
4,64.39,0.665,5.5,12.45,3.6,0.159,2
4,60.94,0.721,4.9,9.45,4.0,0.146,2
4,56.89,0.785,3.4,7.1,4.3,0.134,2
6,54.2,0.856,2.7,5.45,4.5,0.122,2
6,53.14,0.9229999999999999,1.3,4.35,4.5,0.11,2
6,52.7,0.961,0.9,3.45,4.3,0.098,2
6,51.93,0.946,0.7,3.65,4.1,0.085,2
8,56.1,0.887,1.1,4.55,4.0,0.073,2
8,61.49,0.805,2.5,5.95,3.7,0.061,2
5,68.77,0.725,3.8,8.1,3.4,0.049,2
5,78.57,0.6579999999999999,-0.6,14.2,3.2,0.037000000000000005,2
5,85.47,0.61,-2.5,21.35,3.0,0.024,2
5,88.63,0.583,-0.6,28.2,3.0,0.012,2
2,88.97,0.569,-0.1,31.65,2.9,1.0,1
3,84.66,0.5670000000000001,0.2,30.2,3.1,0.968,1
3,76.48,0.574,0.8,24.4,3.4,0.935,1
3,69.35,0.595,-0.7,18.45,3.5,0.903,1
3,63.07,0.63,7.7,10.55,3.9,0.871,1
3,59.01,0.675,7.8,9.3,4.0,0.8390000000000001,1
3,59.94,0.7190000000000001,8.8,8.0,4.1,0.8059999999999999,1
3,61.89,0.75,6.5,9.45,4.0,0.774,1
3,63.84,0.763,6.0,10.1,3.8,0.742,1
3,65.13,0.76,6.8,10.7,3.8,0.71,1
3,65.86,0.745,6.8,11.2,3.7,0.677,1
3,64.98,0.728,7.3,11.25,3.7,0.645,1
3,63.13,0.713,6.7,11.25,3.6,0.613,1
3,61.3,0.7020000000000001,6.7,10.65,3.6,0.581,1
3,59.07,0.695,6.6,10.5,3.5,0.5479999999999999,1
3,54.86,0.691,4.8,9.9,3.4,0.516,1
3,52.06,0.688,3.1,9.45,3.2,0.484,1
2,50.25,0.682,1.9,8.85,3.1,0.452,1
2,49.94,0.6709999999999999,1.0,8.6,3.1,0.419,1
2,49.52,0.6559999999999999,0.5,8.45,3.2,0.387,1
2,50.38,0.644,0.9,8.35,3.3,0.355,1
2,51.74,0.633,1.7,8.85,3.3,0.32299999999999995,1
2,54.38,0.623,3.3,9.95,3.4,0.29,1
2,57.35,0.613,5.7,10.75,3.3,0.258,1
2,60.11,0.6,7.2,11.0,3.3,0.226,1
2,60.58,0.589,8.6,11.4,3.2,0.19399999999999998,1
2,62.39,0.59,8.2,12.6,3.1,0.161,1
2,64.39,0.605,3.8,15.3,3.0,0.129,1
2,63.97,0.632,0.4,19.4,3.1,0.09699999999999999,1
2,58.9,0.664,1.6,20.6,3.4,0.065,1
2,49.15,0.69,-3.2,18.6,3.7,0.032,1
3,37.28,0.713,-3.7,13.05,4.0,0.01,1
8,37.28,0.713,-3.7,13.05,4.0,1.0,2
8,24.56,0.743,-1.9,9.55,4.5,0.9740000000000001,2
8,18.18,0.785,-0.5,8.55,4.6,0.9470000000000001,2
8,15.89,0.841,1.5,8.05,4.6,0.9209999999999999,2
8,15.67,0.898,2.2,7.6,4.6,0.895,2
8,15.77,0.932,1.0,7.1,4.5,0.868,2
8,14.62,0.9279999999999999,-0.1,6.35,4.5,0.8420000000000001,2
8,13.92,0.8859999999999999,-0.3,5.85,4.6,0.816,2
8,14.0,0.823,-0.2,6.0,4.4,0.789,2
8,15.63,0.759,0.1,7.05,4.1,0.763,2
8,18.49,0.708,0.8,9.2,3.9,0.737,2
7,23.27,0.664,3.3,10.25,3.8,0.711,2
7,29.04,0.627,5.5,10.85,3.6,0.684,2
7,33.5,0.597,6.0,9.9,3.6,0.6579999999999999,2
7,35.92,0.575,7.3,8.65,3.7,0.632,2
7,37.3,0.5720000000000001,7.4,8.0,3.8,0.605,2
7,37.93,0.5870000000000001,5.0,8.9,3.9,0.579,2
7,37.01,0.622,2.6,9.1,4.0,0.5529999999999999,2
5,34.72,0.6709999999999999,0.6,8.8,4.2,0.526,2
5,33.39,0.723,-1.2,7.9,4.3,0.5,2
6,32.48,0.769,-1.6,6.8,4.4,0.474,2
6,30.69,0.8059999999999999,-1.6,6.2,4.8,0.447,2
6,30.51,0.833,-0.5,5.45,4.8,0.42100000000000004,2
8,29.42,0.846,0.3,4.95,4.7,0.395,2
8,30.47,0.8420000000000001,-0.8,5.3,4.7,0.368,2
6,32.09,0.8220000000000001,-1.4,6.4,4.7,0.342,2
6,32.14,0.79,-2.3,8.15,4.6,0.316,2
8,32.99,0.757,-4.5,10.25,4.5,0.289,2
8,31.58,0.727,-6.9,11.95,4.5,0.263,2
8,29.07,0.706,-7.3,12.75,4.4,0.237,2
8,29.97,0.693,-6.7,12.95,4.3,0.21100000000000002,2
8,37.44,0.688,-5.5,12.25,4.3,0.184,2
8,52.59,0.687,-4.1,10.65,4.3,0.158,2
6,68.18,0.684,-2.3,8.35,4.1,0.132,2
6,80.25,0.674,-0.6,7.3,3.9,0.105,2
8,86.51,0.65,1.8,7.9,3.7,0.079,2
8,86.09,0.616,5.2,8.9,3.4,0.053,2
4,86.09,0.616,5.2,8.9,3.4,0.053,2
4,83.41,0.579,2.3,14.45,3.2,0.026000000000000002,2
3,84.51,0.545,1.3,19.65,3.2,1.0,1
3,85.03,0.521,4.3,25.15,3.1,0.889,1
3,87.36,0.5,7.2,28.7,3.1,0.778,1
2,85.73,0.48100000000000004,9.3,28.35,3.2,0.667,1
2,80.2,0.465,7.0,24.5,3.1,0.556,1
2,76.12,0.456,3.5,19.35,3.1,0.444,1
2,74.5,0.467,10.2,14.1,3.5,0.33299999999999996,1
2,73.97,0.498,5.9,16.85,3.5,0.222,1
3,71.24,0.545,5.1,20.15,3.6,0.111,1
3,66.7,0.605,6.7,21.15,3.9,0.01,1
6,66.7,0.605,6.7,21.15,3.9,1.0,2
6,59.42,0.6629999999999999,3.1,18.05,4.2,0.963,2
6,49.0,0.713,-0.2,13.7,4.3,0.9259999999999999,2
6,39.46,0.76,-0.9,10.25,4.6,0.889,2
9,32.31,0.816,-4.2,10.3,4.7,0.852,2
9,26.09,0.8859999999999999,-8.5,11.75,4.7,0.815,2
9,22.37,0.96,-10.4,12.2,4.7,0.778,2
9,19.97,1.01,-11.4,11.7,4.7,0.741,2
9,18.36,1.013,-11.1,10.25,4.9,0.7040000000000001,2
9,16.5,0.9640000000000001,-8.2,7.7,5.0,0.667,2
9,14.84,0.88,-5.0,5.7,5.0,0.63,2
9,15.72,0.7859999999999999,-5.6,6.4,5.0,0.593,2
8,17.86,0.7,-6.3,8.45,4.9,0.556,2
8,19.9,0.623,-7.7,11.45,4.7,0.519,2
8,22.42,0.561,-9.5,14.45,4.6,0.48100000000000004,2
8,22.62,0.517,-10.2,16.1,4.5,0.444,2
8,20.93,0.489,-9.8,16.2,4.4,0.40700000000000003,2
8,19.85,0.48,-8.9,15.65,4.3,0.37,2
8,18.3,0.494,-7.7,14.65,4.1,0.33299999999999996,2
6,19.39,0.531,-6.7,13.35,3.8,0.29600000000000004,2
6,24.34,0.585,-5.0,11.2,3.8,0.259,2
6,29.67,0.6459999999999999,-3.2,8.4,3.8,0.222,2
6,33.9,0.7090000000000001,-2.2,6.3,3.8,0.185,2
6,39.83,0.757,-1.5,4.95,3.9,0.14800000000000002,2
6,44.94,0.794,-0.4,4.7,3.9,0.111,2
4,48.55,0.8140000000000001,0.0,6.2,3.8,0.07400000000000001,2
3,57.21,0.779,3.8,8.5,3.6,1.0,1
3,60.19,0.732,3.8,9.0,3.5,0.9520000000000001,1
3,60.63,0.684,4.0,9.4,3.4,0.905,1
3,64.74,0.645,-2.3,14.75,3.2,0.857,1
3,72.79,0.623,-2.9,18.95,3.1,0.81,1
3,78.41,0.614,-1.7,22.15,3.0,0.762,1
3,83.39,0.607,-0.9,21.65,3.1,0.7140000000000001,1
3,82.25,0.6,1.9,17.85,3.3,0.667,1
3,75.88,0.5920000000000001,7.3,12.25,3.4,0.619,1
2,72.24,0.589,2.9,12.45,3.3,0.5710000000000001,1
2,67.99,0.589,3.5,11.95,3.2,0.524,1
3,65.41,0.59,3.9,11.45,3.3,0.47600000000000003,1
3,64.93,0.588,3.3,10.65,3.3,0.429,1
2,61.87,0.579,1.8,11.1,3.2,0.381,1
2,59.81,0.565,3.9,10.85,3.2,0.33299999999999996,1
2,60.59,0.547,5.0,11.6,3.2,0.28600000000000003,1
2,65.68,0.529,6.1,11.75,3.2,0.23800000000000002,1
2,73.12,0.519,7.0,12.1,3.2,0.19,1
2,77.69,0.52,8.5,12.85,3.3,0.14300000000000002,1
3,77.23,0.537,10.0,13.9,3.4,0.095,1
3,72.51,0.5670000000000001,11.2,14.1,3.5,0.048,1
3,59.53,0.605,10.2,13.3,3.9,0.01,1
5,59.53,0.605,10.2,13.3,3.9,1.0,2
8,46.1,0.644,6.5,12.45,4.0,0.9,2
8,34.9,0.68,2.6,8.5,4.3,0.8,2
8,27.06,0.711,-0.4,6.7,4.4,0.7,2
8,23.8,0.7240000000000001,0.1,6.05,4.4,0.6,2
8,23.73,0.7140000000000001,2.1,5.95,4.2,0.5,2
8,25.3,0.677,3.7,6.85,4.0,0.4,2
8,30.73,0.627,4.7,8.05,3.6,0.3,2
5,40.11,0.583,5.2,9.8,3.4,0.2,2
9,51.02,0.5529999999999999,3.6,12.3,3.2,0.1,2
3,59.94,0.5329999999999999,4.1,14.55,3.1,1.0,1
3,66.64,0.521,5.9,14.85,3.0,0.95,1
2,67.56,0.512,3.2,12.7,2.9,0.9,1
2,64.7,0.512,2.3,10.55,3.0,0.85,1
2,62.96,0.522,2.2,9.5,3.2,0.8,1
2,63.92,0.544,2.4,9.7,3.2,0.75,1
3,66.19,0.569,3.1,10.35,3.2,0.7,1
2,67.73,0.591,4.9,10.75,3.3,0.65,1
2,69.53,0.603,6.0,11.4,3.3,0.6,1
2,69.57,0.609,6.2,11.5,3.1,0.55,1
2,66.4,0.606,4.5,10.65,3.1,0.5,1
2,63.73,0.602,2.7,9.65,3.1,0.45,1
2,61.19,0.598,2.3,8.85,3.2,0.4,1
